team,date,matchup,wl,min,pts,team_id,game_id,season,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,plus_minus,bubble,sample
TOR,2019-12-18,TOR @ DET,W,239,112,1610612761,0021900408,2019-20,39,91,0.429,13,35,0.371,21,24,0.875,12,35,47,27,9,6,12,20,13.0,False,False
TOR,2019-12-16,TOR vs. CLE,W,242,133,1610612761,0021900395,2019-20,52,89,0.584,16,32,0.5,13,17,0.765,6,35,41,31,7,2,7,19,20.0,False,False
TOR,2019-12-14,TOR vs. BKN,W,241,110,1610612761,0021900381,2019-20,38,98,0.388,14,40,0.35,20,25,0.8,10,41,51,21,10,10,11,23,8.0,False,False
TOR,2019-12-11,TOR vs. LAC,L,240,92,1610612761,0021900359,2019-20,31,88,0.352,8,36,0.222,22,25,0.88,15,32,47,21,10,8,18,24,-20.0,False,False
TOR,2019-12-09,TOR @ CHI,W,241,93,1610612761,0021900345,2019-20,34,90,0.378,7,29,0.241,18,26,0.692,14,40,54,19,8,9,15,12,1.0,False,False
TOR,2019-12-08,TOR @ PHI,L,239,104,1610612761,0021900338,2019-20,38,88,0.432,11,33,0.333,17,20,0.85,13,29,42,21,13,4,18,22,-6.0,False,False
TOR,2019-12-05,TOR vs. HOU,L,239,109,1610612761,0021900318,2019-20,38,88,0.432,12,39,0.308,21,24,0.875,12,33,45,27,14,5,17,21,-10.0,False,False
TOR,2019-12-03,TOR vs. MIA,L,265,110,1610612761,0021900301,2019-20,35,91,0.385,11,43,0.256,29,36,0.806,9,39,48,25,5,4,11,20,-11.0,False,False
TOR,2019-12-01,TOR vs. UTA,W,242,130,1610612761,0021900291,2019-20,47,90,0.522,19,36,0.528,17,21,0.81,7,36,43,36,14,8,14,24,20.0,False,False
TOR,2019-11-29,TOR @ ORL,W,241,90,1610612761,0021900269,2019-20,31,84,0.369,11,38,0.289,17,28,0.607,11,35,46,21,16,4,13,20,7.0,False,True
TOR,2019-11-27,TOR vs. NYK,W,240,126,1610612761,0021900258,2019-20,46,94,0.489,21,41,0.512,13,17,0.765,17,35,52,26,6,4,12,18,28.0,False,False
TOR,2019-11-25,TOR vs. PHI,W,241,101,1610612761,0021900246,2019-20,38,84,0.452,11,34,0.324,14,22,0.636,8,32,40,27,5,5,10,18,5.0,False,False
TOR,2019-11-23,TOR @ ATL,W,240,119,1610612761,0021900228,2019-20,40,88,0.455,13,37,0.351,26,30,0.867,12,30,42,22,5,5,15,16,3.0,False,False
TOR,2019-11-20,TOR vs. ORL,W,239,113,1610612761,0021900207,2019-20,45,87,0.517,9,27,0.333,14,19,0.737,10,37,47,26,5,5,11,21,16.0,False,False
TOR,2019-11-18,TOR vs. CHA,W,239,132,1610612761,0021900191,2019-20,50,97,0.515,20,43,0.465,12,15,0.8,16,37,53,40,13,2,10,25,36.0,False,False
TOR,2019-11-16,TOR @ DAL,L,240,102,1610612761,0021900180,2019-20,37,89,0.416,17,41,0.415,11,15,0.733,7,35,42,21,7,2,14,20,-8.0,False,False
TOR,2019-11-13,TOR @ POR,W,239,114,1610612761,0021900160,2019-20,42,92,0.457,14,32,0.438,16,17,0.941,14,36,50,20,4,9,12,20,8.0,False,False
TOR,2019-11-11,TOR @ LAC,L,240,88,1610612761,0021900145,2019-20,34,85,0.4,11,30,0.367,9,15,0.6,5,33,38,25,9,8,15,24,-10.0,False,False
TOR,2019-11-10,TOR @ LAL,W,240,113,1610612761,0021900139,2019-20,43,89,0.483,12,36,0.333,15,22,0.682,7,36,43,26,6,8,13,17,9.0,False,False
TOR,2019-11-08,TOR @ NOP,W,239,122,1610612761,0021900121,2019-20,41,93,0.441,19,43,0.442,21,24,0.875,10,43,53,27,9,3,17,24,18.0,False,False
TOR,2019-11-06,TOR vs. SAC,W,239,124,1610612761,0021900106,2019-20,43,78,0.551,14,29,0.483,24,29,0.828,2,35,37,28,10,4,14,20,4.0,False,False
TOR,2019-11-02,TOR @ MIL,L,239,105,1610612761,0021900082,2019-20,34,84,0.405,15,36,0.417,22,25,0.88,7,35,42,24,5,6,13,22,-10.0,False,False
TOR,2019-10-30,TOR vs. DET,W,240,125,1610612761,0021900060,2019-20,51,86,0.593,13,27,0.481,10,12,0.833,3,31,34,30,12,2,14,22,12.0,False,False
TOR,2019-10-28,TOR vs. ORL,W,241,104,1610612761,0021900044,2019-20,33,85,0.388,10,39,0.256,28,30,0.933,6,46,52,19,9,2,16,20,9.0,False,False
TOR,2019-10-26,TOR @ CHI,W,242,108,1610612761,0021900031,2019-20,38,82,0.463,15,42,0.357,17,18,0.944,10,49,59,27,9,12,22,25,24.0,False,False
TOR,2019-10-25,TOR @ BOS,L,241,106,1610612761,0021900017,2019-20,37,78,0.474,18,36,0.5,14,17,0.824,5,41,46,22,2,6,23,28,-6.0,False,False
TOR,2019-10-22,TOR vs. NOP,W,265,130,1610612761,0021900001,2019-20,42,103,0.408,14,40,0.35,32,38,0.842,16,41,57,23,7,3,16,24,8.0,False,False
ORL,2020-08-13,ORL vs. NOP,W,240,133,1610612753,0021901312,2019-20,48,84,0.571,15,28,0.536,22,30,0.733,6,27,33,25,6,2,12,22,6.0,True,False
ORL,2020-08-11,ORL vs. BKN,L,239,96,1610612753,0021901297,2019-20,32,83,0.386,7,23,0.304,25,29,0.862,12,37,49,13,9,3,17,24,-12.0,True,True
ORL,2020-08-09,ORL @ BOS,L,265,119,1610612753,0021901288,2019-20,41,102,0.402,15,47,0.319,22,26,0.846,12,40,52,24,7,4,13,25,-3.0,True,True
ORL,2020-08-07,ORL @ PHI,L,242,101,1610612753,0021901277,2019-20,37,88,0.42,8,32,0.25,19,25,0.76,10,37,47,17,5,2,9,24,-7.0,True,False
ORL,2020-08-05,ORL vs. TOR,L,239,99,1610612753,0021901266,2019-20,35,87,0.402,11,41,0.268,18,26,0.692,8,35,43,26,8,4,13,26,-10.0,True,False
ORL,2020-08-04,ORL @ IND,L,238,109,1610612753,0021901259,2019-20,39,82,0.476,12,34,0.353,19,23,0.826,11,32,43,21,3,2,18,22,-11.0,True,False
ORL,2020-08-02,ORL vs. SAC,W,241,132,1610612753,0021901247,2019-20,43,82,0.524,18,38,0.474,28,35,0.8,12,34,46,31,10,4,18,25,16.0,True,True
ORL,2020-07-31,ORL @ BKN,W,240,128,1610612753,0021901233,2019-20,46,87,0.529,11,31,0.355,25,28,0.893,6,36,42,31,8,3,12,23,10.0,True,True
ORL,2020-03-10,ORL @ MEM,W,241,120,1610612753,0021900964,2019-20,43,92,0.467,14,33,0.424,20,22,0.909,12,29,41,31,10,3,15,26,5.0,False,False
ORL,2020-03-08,ORL @ HOU,W,241,126,1610612753,0021900953,2019-20,44,91,0.484,13,29,0.448,25,31,0.806,13,36,49,21,11,4,14,17,20.0,False,False
ORL,2020-03-06,ORL @ MIN,W,241,132,1610612753,0021900935,2019-20,51,84,0.607,7,21,0.333,23,31,0.742,6,39,45,31,5,5,10,18,14.0,False,False
ORL,2020-03-04,ORL @ MIA,L,240,113,1610612753,0021900919,2019-20,44,84,0.524,13,30,0.433,12,14,0.857,5,30,35,28,6,5,12,17,-3.0,False,False
ORL,2020-03-02,ORL vs. POR,L,240,107,1610612753,0021900904,2019-20,37,96,0.385,14,43,0.326,19,22,0.864,11,28,39,29,3,2,6,11,-23.0,False,False
ORL,2020-02-29,ORL @ SAS,L,241,113,1610612753,0021900893,2019-20,41,84,0.488,15,37,0.405,16,23,0.696,10,31,41,28,9,5,18,16,-1.0,False,False
ORL,2020-02-28,ORL vs. MIN,W,240,136,1610612753,0021900877,2019-20,53,98,0.541,12,40,0.3,18,22,0.818,10,44,54,36,6,7,15,20,11.0,False,False
ORL,2020-02-26,ORL @ ATL,W,240,130,1610612753,0021900867,2019-20,49,100,0.49,14,32,0.438,18,25,0.72,13,39,52,30,7,9,8,21,10.0,False,True
ORL,2020-02-24,ORL @ BKN,W,240,115,1610612753,0021900852,2019-20,44,89,0.494,13,34,0.382,14,17,0.824,7,34,41,27,6,9,10,11,2.0,False,False
ORL,2020-02-21,ORL vs. DAL,L,240,106,1610612753,0021900826,2019-20,41,104,0.394,9,43,0.209,15,19,0.789,16,32,48,21,11,2,7,22,-16.0,False,False
ORL,2020-02-12,ORL vs. DET,W,265,116,1610612753,0021900808,2019-20,44,96,0.458,12,36,0.333,16,18,0.889,9,37,46,34,13,7,12,16,4.0,False,True
ORL,2020-02-10,ORL vs. ATL,W,240,135,1610612753,0021900795,2019-20,50,95,0.526,18,38,0.474,17,22,0.773,14,31,45,33,9,5,10,14,9.0,False,False
ORL,2020-02-08,ORL vs. MIL,L,240,95,1610612753,0021900777,2019-20,37,98,0.378,10,40,0.25,11,14,0.786,10,36,46,28,10,6,9,15,-16.0,False,False
ORL,2020-02-06,ORL @ NYK,L,240,103,1610612753,0021900764,2019-20,34,75,0.453,9,31,0.29,26,30,0.867,7,32,39,22,8,9,20,20,-2.0,False,False
ORL,2020-02-05,ORL @ BOS,L,240,100,1610612753,0021900756,2019-20,32,75,0.427,13,31,0.419,23,30,0.767,9,30,39,20,10,6,17,13,-16.0,False,False
ORL,2020-02-03,ORL @ CHA,W,241,112,1610612753,0021900741,2019-20,43,80,0.538,16,34,0.471,10,17,0.588,8,29,37,35,7,3,9,12,12.0,False,False
ORL,2020-02-01,ORL vs. MIA,L,241,89,1610612753,0021900729,2019-20,33,83,0.398,9,33,0.273,14,17,0.824,7,32,39,21,5,5,9,19,-13.0,False,False
ORL,2020-01-27,ORL @ MIA,L,242,92,1610612753,0021900694,2019-20,33,89,0.371,11,37,0.297,15,19,0.789,11,30,41,23,7,6,5,13,-21.0,False,False
ORL,2020-01-26,ORL vs. LAC,L,239,97,1610612753,0021900689,2019-20,34,95,0.358,7,32,0.219,22,32,0.688,16,28,44,27,9,7,6,23,-15.0,False,False
ORL,2020-01-24,ORL vs. BOS,L,240,98,1610612753,0021900671,2019-20,36,90,0.4,12,37,0.324,14,19,0.737,13,33,46,18,5,1,14,14,-11.0,False,False
ORL,2020-01-22,ORL vs. OKC,L,241,114,1610612753,0021900655,2019-20,44,92,0.478,14,35,0.4,12,16,0.75,11,28,39,26,9,3,14,25,-6.0,False,False
ORL,2020-01-20,ORL @ CHA,W,240,106,1610612753,0021900642,2019-20,44,92,0.478,14,28,0.5,4,9,0.444,15,32,47,25,9,4,9,15,23.0,False,False
ORL,2020-01-18,ORL @ GSW,L,239,95,1610612753,0021900634,2019-20,39,86,0.453,9,31,0.29,8,13,0.615,9,37,46,21,7,5,15,12,-14.0,False,False
ORL,2020-01-16,ORL @ LAC,L,243,95,1610612753,0021900618,2019-20,36,92,0.391,14,42,0.333,9,16,0.563,6,36,42,24,4,4,9,21,-27.0,False,False
ORL,2020-01-15,ORL @ LAL,W,241,119,1610612753,0021900613,2019-20,43,94,0.457,10,26,0.385,23,29,0.793,13,35,48,22,10,2,13,15,1.0,False,False
ORL,2020-01-13,ORL @ SAC,W,241,114,1610612753,0021900596,2019-20,40,92,0.435,9,29,0.31,25,30,0.833,12,34,46,17,6,5,8,12,2.0,False,False
ORL,2020-01-10,ORL @ PHX,L,240,94,1610612753,0021900573,2019-20,33,89,0.371,9,33,0.273,19,24,0.792,14,35,49,15,9,6,14,23,-4.0,False,False
ORL,2020-01-08,ORL vs. WAS,W,242,123,1610612753,0021900557,2019-20,43,87,0.494,10,27,0.37,27,34,0.794,13,38,51,24,18,3,16,21,34.0,False,False
ORL,2020-01-06,ORL vs. BKN,W,239,101,1610612753,0021900540,2019-20,35,81,0.432,8,26,0.308,23,31,0.742,11,49,60,21,8,3,18,19,12.0,False,False
ORL,2020-01-04,ORL vs. UTA,L,242,96,1610612753,0021900525,2019-20,38,85,0.447,11,37,0.297,9,12,0.75,9,37,46,21,6,5,10,12,-13.0,False,False
ORL,2020-01-03,ORL vs. MIA,W,241,105,1610612753,0021900518,2019-20,33,81,0.407,13,35,0.371,26,29,0.897,7,37,44,25,11,4,10,17,20.0,False,False
ORL,2020-01-01,ORL @ WAS,W,239,122,1610612753,0021900504,2019-20,45,95,0.474,12,32,0.375,20,27,0.741,11,41,52,25,11,6,9,21,21.0,False,True
ORL,2019-12-30,ORL vs. ATL,L,241,93,1610612753,0021900491,2019-20,37,89,0.416,5,25,0.2,14,24,0.583,11,29,40,22,9,6,9,17,-8.0,False,False
ORL,2019-12-28,ORL @ MIL,L,240,100,1610612753,0021900480,2019-20,35,87,0.402,14,35,0.4,16,19,0.842,5,29,34,21,16,7,11,17,-11.0,False,False
ORL,2019-12-27,ORL vs. PHI,W,240,98,1610612753,0021900468,2019-20,37,88,0.42,10,30,0.333,14,23,0.609,10,38,48,26,4,5,15,21,1.0,False,False
ORL,2019-12-23,ORL vs. CHI,W,239,103,1610612753,0021900448,2019-20,39,81,0.481,10,26,0.385,15,23,0.652,6,40,46,23,10,13,13,15,8.0,False,False
ORL,2019-12-20,ORL @ POR,L,240,103,1610612753,0021900428,2019-20,39,106,0.368,7,28,0.25,18,26,0.692,18,30,48,21,14,5,10,16,-15.0,False,True
ORL,2019-12-18,ORL @ DEN,L,238,104,1610612753,0021900414,2019-20,37,87,0.425,11,29,0.379,19,21,0.905,8,27,35,25,9,5,12,19,-9.0,False,True
ORL,2019-12-17,ORL @ UTA,L,240,102,1610612753,0021900405,2019-20,42,93,0.452,7,35,0.2,11,15,0.733,4,37,41,21,6,5,3,18,-7.0,False,False
ORL,2019-12-15,ORL @ NOP,W,241,130,1610612753,0021900388,2019-20,46,89,0.517,17,34,0.5,21,26,0.808,8,31,39,32,8,2,9,15,11.0,False,False
ORL,2019-12-13,ORL vs. HOU,L,239,107,1610612753,0021900371,2019-20,40,91,0.44,15,37,0.405,12,16,0.75,13,24,37,24,3,6,6,15,-23.0,False,False
ORL,2019-12-11,ORL vs. LAL,L,241,87,1610612753,0021900358,2019-20,34,81,0.42,8,26,0.308,11,17,0.647,8,33,41,20,10,5,14,17,-9.0,False,False
ORL,2019-12-09,ORL @ MIL,L,239,101,1610612753,0021900347,2019-20,35,92,0.38,10,31,0.323,21,26,0.808,9,35,44,24,8,10,12,18,-9.0,False,False
ORL,2019-12-06,ORL @ CLE,W,240,93,1610612753,0021900321,2019-20,32,82,0.39,9,26,0.346,20,23,0.87,10,33,43,19,10,9,17,13,6.0,False,False
ORL,2019-12-04,ORL vs. PHX,W,242,128,1610612753,0021900308,2019-20,49,85,0.576,14,25,0.56,16,20,0.8,11,34,45,27,9,7,19,19,14.0,False,True
ORL,2019-12-03,ORL @ WAS,W,239,127,1610612753,0021900300,2019-20,46,90,0.511,15,31,0.484,20,27,0.741,8,40,48,26,3,4,13,18,7.0,False,False
ORL,2019-12-01,ORL vs. GSW,W,239,100,1610612753,0021900290,2019-20,37,87,0.425,11,33,0.333,15,22,0.682,12,36,48,21,7,8,12,20,4.0,False,False
ORL,2019-11-29,ORL vs. TOR,L,239,83,1610612753,0021900269,2019-20,27,78,0.346,7,29,0.241,22,27,0.815,13,39,52,17,10,11,22,19,-7.0,False,True
ORL,2019-11-27,ORL @ CLE,W,241,116,1610612753,0021900255,2019-20,45,93,0.484,12,33,0.364,14,17,0.824,6,28,34,23,13,6,11,22,12.0,False,False
ORL,2019-11-25,ORL @ DET,L,239,88,1610612753,0021900241,2019-20,32,84,0.381,8,25,0.32,16,22,0.727,8,33,41,15,8,7,9,21,-15.0,False,True
ORL,2019-11-23,ORL @ IND,L,240,106,1610612753,0021900227,2019-20,43,92,0.467,13,31,0.419,7,9,0.778,7,26,33,24,11,5,13,16,-5.0,False,False
ORL,2019-11-20,ORL @ TOR,L,241,97,1610612753,0021900207,2019-20,35,91,0.385,9,32,0.281,18,28,0.643,16,27,43,26,9,8,11,16,-16.0,False,False
ORL,2019-11-17,ORL vs. WAS,W,241,125,1610612753,0021900185,2019-20,43,87,0.494,15,38,0.395,24,26,0.923,11,41,52,25,5,3,14,15,4.0,False,True
ORL,2019-11-15,ORL vs. SAS,W,241,111,1610612753,0021900168,2019-20,36,87,0.414,12,29,0.414,27,34,0.794,14,34,48,22,6,5,10,13,2.0,False,False
ORL,2019-11-13,ORL vs. PHI,W,240,112,1610612753,0021900155,2019-20,38,86,0.442,10,32,0.313,26,34,0.765,9,39,48,27,6,2,13,22,15.0,False,False
ORL,2019-11-10,ORL vs. IND,L,239,102,1610612753,0021900133,2019-20,41,89,0.461,15,36,0.417,5,6,0.833,7,30,37,27,5,11,10,10,-7.0,False,True
ORL,2019-11-08,ORL vs. MEM,W,239,118,1610612753,0021900117,2019-20,44,93,0.473,7,28,0.25,23,27,0.852,12,45,57,24,10,10,9,17,32.0,False,False
ORL,2019-11-06,ORL @ DAL,L,239,106,1610612753,0021900109,2019-20,39,80,0.488,6,24,0.25,22,28,0.786,10,34,44,25,14,10,18,30,-1.0,False,False
ORL,2019-11-05,ORL @ OKC,L,241,94,1610612753,0021900101,2019-20,32,82,0.39,3,22,0.136,27,31,0.871,16,37,53,15,5,8,14,24,-8.0,False,False
ORL,2019-11-02,ORL vs. DEN,L,240,87,1610612753,0021900079,2019-20,37,86,0.43,6,29,0.207,7,11,0.636,10,37,47,22,8,7,15,25,-4.0,False,False
ORL,2019-11-01,ORL vs. MIL,L,242,91,1610612753,0021900071,2019-20,34,91,0.374,12,37,0.324,11,17,0.647,10,30,40,21,8,3,16,16,-32.0,False,False
ORL,2019-10-30,ORL vs. NYK,W,240,95,1610612753,0021900056,2019-20,37,88,0.42,12,32,0.375,9,12,0.75,14,38,52,24,5,6,7,17,12.0,False,False
ORL,2019-10-28,ORL @ TOR,L,241,95,1610612753,0021900044,2019-20,34,89,0.382,12,39,0.308,15,18,0.833,8,39,47,22,9,6,16,20,-9.0,False,False
ORL,2019-10-26,ORL @ ATL,L,240,99,1610612753,0021900028,2019-20,35,99,0.354,5,31,0.161,24,26,0.923,17,29,46,15,8,7,10,15,-4.0,False,False
ORL,2019-10-23,ORL vs. CLE,W,239,94,1610612753,0021900005,2019-20,37,86,0.43,9,30,0.3,11,19,0.579,7,39,46,24,12,4,13,18,9.0,False,False
PHX,2020-08-13,PHX vs. DAL,W,240,128,1610612756,0021901313,2019-20,49,89,0.551,14,34,0.412,16,21,0.762,7,38,45,34,6,4,5,14,26.0,True,True
PHX,2020-08-11,PHX @ PHI,W,239,130,1610612756,0021901299,2019-20,49,89,0.551,12,28,0.429,20,21,0.952,11,33,44,28,4,3,7,18,13.0,True,True
PHX,2020-08-10,PHX vs. OKC,W,239,128,1610612756,0021901292,2019-20,42,89,0.472,17,34,0.5,27,29,0.931,12,41,53,29,11,7,19,23,27.0,True,True
PHX,2020-08-08,PHX @ MIA,W,239,119,1610612756,0021901283,2019-20,44,92,0.478,12,32,0.375,19,20,0.95,12,40,52,27,5,4,11,21,7.0,True,False
PHX,2020-08-06,PHX vs. IND,W,239,114,1610612756,0021901270,2019-20,43,92,0.467,9,34,0.265,19,20,0.95,12,41,53,27,6,4,15,20,15.0,True,True
PHX,2020-08-04,PHX @ LAC,W,241,117,1610612756,0021901258,2019-20,45,96,0.469,17,32,0.531,10,14,0.714,11,33,44,25,5,0,8,21,2.0,True,True
PHX,2020-08-02,PHX vs. DAL,W,240,117,1610612756,0021901249,2019-20,42,93,0.452,12,33,0.364,21,23,0.913,6,43,49,22,5,4,11,29,2.0,True,True
PHX,2020-07-31,PHX @ WAS,W,241,125,1610612756,0021901235,2019-20,42,80,0.525,11,32,0.344,30,32,0.938,4,33,37,29,10,3,17,24,13.0,True,True
PHX,2020-03-10,PHX @ POR,L,242,105,1610612756,0021900966,2019-20,35,87,0.402,11,32,0.344,24,25,0.96,9,34,43,26,3,5,14,16,-16.0,False,False
PHX,2020-03-08,PHX vs. MIL,W,239,140,1610612756,0021900950,2019-20,47,85,0.553,19,43,0.442,27,31,0.871,8,39,47,30,6,4,14,23,9.0,False,False
PHX,2020-03-06,PHX vs. POR,W,240,127,1610612756,0021900938,2019-20,45,91,0.495,19,42,0.452,18,19,0.947,15,32,47,29,9,4,12,22,10.0,False,False
PHX,2020-03-03,PHX vs. TOR,L,239,114,1610612756,0021900914,2019-20,39,85,0.459,15,39,0.385,21,25,0.84,6,29,35,30,6,6,18,22,-9.0,False,False
PHX,2020-02-29,PHX vs. GSW,L,240,99,1610612756,0021900894,2019-20,34,83,0.41,12,29,0.414,19,23,0.826,8,32,40,24,3,5,19,25,-16.0,False,False
PHX,2020-02-28,PHX vs. DET,L,241,111,1610612756,0021900884,2019-20,45,75,0.6,9,23,0.391,12,17,0.706,5,33,38,31,9,5,18,14,-2.0,False,False
PHX,2020-02-26,PHX vs. LAC,L,240,92,1610612756,0021900871,2019-20,34,87,0.391,9,34,0.265,15,18,0.833,14,34,48,29,8,3,16,17,-10.0,False,False
PHX,2020-02-24,PHX @ UTA,W,238,131,1610612756,0021900855,2019-20,49,87,0.563,12,20,0.6,21,24,0.875,11,27,38,33,10,1,13,31,20.0,False,True
PHX,2020-02-22,PHX @ CHI,W,239,112,1610612756,0021900839,2019-20,38,86,0.442,10,30,0.333,26,31,0.839,17,30,47,26,10,4,19,23,8.0,False,False
PHX,2020-02-21,PHX @ TOR,L,240,101,1610612756,0021900829,2019-20,38,92,0.413,6,34,0.176,19,23,0.826,10,24,34,29,12,3,17,23,-17.0,False,False
PHX,2020-02-12,PHX vs. GSW,W,240,112,1610612756,0021900815,2019-20,42,91,0.462,14,37,0.378,14,15,0.933,8,32,40,25,14,4,14,21,6.0,False,False
PHX,2020-02-10,PHX @ LAL,L,242,100,1610612756,0021900801,2019-20,32,76,0.421,11,31,0.355,25,31,0.806,3,26,29,26,7,2,13,19,-25.0,False,False
PHX,2020-02-08,PHX vs. DEN,L,241,108,1610612756,0021900784,2019-20,38,87,0.437,9,32,0.281,23,23,1.0,11,30,41,25,7,4,13,18,-9.0,False,False
PHX,2020-02-07,PHX vs. HOU,W,240,127,1610612756,0021900774,2019-20,43,77,0.558,15,31,0.484,26,27,0.963,10,41,51,29,10,9,23,15,36.0,False,False
PHX,2020-02-05,PHX @ DET,L,239,108,1610612756,0021900755,2019-20,42,77,0.545,12,26,0.462,12,15,0.8,7,30,37,29,4,5,15,21,-8.0,False,False
PHX,2020-02-03,PHX @ BKN,L,242,97,1610612756,0021900746,2019-20,39,90,0.433,6,17,0.353,13,18,0.722,14,29,43,23,7,6,16,21,-22.0,False,False
PHX,2020-02-02,PHX @ MIL,L,240,108,1610612756,0021900739,2019-20,41,104,0.394,6,23,0.261,20,23,0.87,15,34,49,20,8,3,10,24,-21.0,False,True
PHX,2020-01-31,PHX vs. OKC,L,239,107,1610612756,0021900725,2019-20,36,76,0.474,9,24,0.375,26,29,0.897,11,29,40,20,6,6,19,25,-4.0,False,False
PHX,2020-01-28,PHX @ DAL,W,241,133,1610612756,0021900706,2019-20,51,86,0.593,12,28,0.429,19,21,0.905,8,31,39,34,10,4,11,25,29.0,False,False
PHX,2020-01-26,PHX @ MEM,L,241,109,1610612756,0021900690,2019-20,35,92,0.38,11,29,0.379,28,35,0.8,12,30,42,23,14,7,17,27,-5.0,False,False
PHX,2020-01-24,PHX @ SAS,W,241,103,1610612756,0021900678,2019-20,39,84,0.464,8,29,0.276,17,21,0.81,10,32,42,25,6,4,13,27,4.0,False,False
PHX,2020-01-22,PHX vs. IND,L,241,87,1610612756,0021900664,2019-20,30,84,0.357,4,20,0.2,23,26,0.885,9,35,44,13,7,3,13,20,-25.0,False,False
PHX,2020-01-20,PHX vs. SAS,L,240,118,1610612756,0021900650,2019-20,42,80,0.525,8,22,0.364,26,30,0.867,8,35,43,26,3,3,14,19,-2.0,False,False
PHX,2020-01-18,PHX @ BOS,W,239,123,1610612756,0021900628,2019-20,42,89,0.472,13,31,0.419,26,30,0.867,10,42,52,27,6,6,15,16,4.0,False,False
PHX,2020-01-16,PHX @ NYK,W,239,121,1610612756,0021900614,2019-20,47,92,0.511,12,30,0.4,15,18,0.833,14,39,53,31,11,4,19,22,23.0,False,False
PHX,2020-01-14,PHX @ ATL,L,242,110,1610612756,0021900598,2019-20,40,87,0.46,4,20,0.2,26,32,0.813,10,30,40,20,9,6,11,19,-13.0,False,False
PHX,2020-01-12,PHX vs. CHA,W,240,100,1610612756,0021900590,2019-20,41,82,0.5,7,21,0.333,11,18,0.611,12,39,51,22,8,5,18,19,8.0,False,False
PHX,2020-01-10,PHX vs. ORL,W,240,98,1610612756,0021900573,2019-20,33,79,0.418,9,28,0.321,23,26,0.885,9,35,44,19,10,8,14,21,4.0,False,False
PHX,2020-01-07,PHX vs. SAC,L,239,103,1610612756,0021900552,2019-20,37,77,0.481,11,35,0.314,18,22,0.818,6,35,41,24,4,2,17,25,-11.0,False,False
PHX,2020-01-05,PHX vs. MEM,L,239,114,1610612756,0021900537,2019-20,43,95,0.453,6,26,0.231,22,26,0.846,12,34,46,25,7,4,10,19,-7.0,False,False
PHX,2020-01-03,PHX vs. NYK,W,240,120,1610612756,0021900521,2019-20,42,90,0.467,10,28,0.357,26,33,0.788,9,39,48,28,7,3,10,25,8.0,False,False
PHX,2020-01-01,PHX @ LAL,L,240,107,1610612756,0021900507,2019-20,42,86,0.488,6,23,0.261,17,23,0.739,11,36,47,32,7,3,14,28,-10.0,False,False
PHX,2019-12-30,PHX @ POR,W,240,122,1610612756,0021900496,2019-20,44,92,0.478,13,23,0.565,21,22,0.955,10,34,44,29,6,4,9,17,6.0,False,False
PHX,2019-12-28,PHX @ SAC,W,241,112,1610612756,0021900483,2019-20,45,86,0.523,9,26,0.346,13,15,0.867,7,33,40,30,10,2,13,21,2.0,False,False
PHX,2019-12-27,PHX @ GSW,L,240,96,1610612756,0021900471,2019-20,35,75,0.467,7,33,0.212,19,24,0.792,11,38,49,22,6,1,26,21,-9.0,False,False
PHX,2019-12-23,PHX vs. DEN,L,240,111,1610612756,0021900451,2019-20,42,87,0.483,13,37,0.351,14,18,0.778,9,29,38,29,10,0,17,19,-2.0,False,False
PHX,2019-12-21,PHX vs. HOU,L,241,125,1610612756,0021900437,2019-20,47,91,0.516,8,28,0.286,23,30,0.767,10,31,41,26,5,1,8,18,-14.0,False,False
PHX,2019-12-20,PHX @ OKC,L,240,108,1610612756,0021900426,2019-20,38,87,0.437,11,32,0.344,21,23,0.913,12,25,37,26,9,4,15,29,-18.0,False,False
PHX,2019-12-17,PHX @ LAC,L,241,99,1610612756,0021900406,2019-20,41,102,0.402,10,35,0.286,7,10,0.7,16,34,50,30,11,3,19,23,-21.0,False,False
PHX,2019-12-16,PHX vs. POR,L,240,110,1610612756,0021900400,2019-20,41,90,0.456,12,34,0.353,16,19,0.842,11,33,44,31,11,5,20,21,-1.0,False,False
PHX,2019-12-14,PHX vs. SAS,L,266,119,1610612756,0021900380,2019-20,45,103,0.437,10,40,0.25,19,26,0.731,6,53,59,29,5,5,10,24,-2.0,False,False
PHX,2019-12-11,PHX vs. MEM,L,240,108,1610612756,0021900363,2019-20,37,93,0.398,9,34,0.265,25,30,0.833,8,36,44,29,6,4,12,20,-7.0,False,False
PHX,2019-12-09,PHX vs. MIN,W,238,125,1610612756,0021900349,2019-20,47,95,0.495,16,40,0.4,15,19,0.789,12,30,42,31,5,5,9,23,16.0,False,False
PHX,2019-12-07,PHX @ HOU,L,241,109,1610612756,0021900333,2019-20,40,96,0.417,11,35,0.314,18,28,0.643,13,38,51,29,4,3,15,25,-6.0,False,False
PHX,2019-12-05,PHX @ NOP,W,265,139,1610612756,0021900319,2019-20,50,106,0.472,14,36,0.389,25,27,0.926,19,32,51,30,16,6,18,29,7.0,False,False
PHX,2019-12-04,PHX @ ORL,L,240,114,1610612756,0021900308,2019-20,43,88,0.489,15,33,0.455,13,20,0.65,8,21,29,36,10,0,13,20,-14.0,False,True
