name,dist,value,made,desc,team,opp,x,y,player_id,game_id,event_id,shot_id,running,jump,hook,layup,driving,dunk,alley,reverse,turnaround,fadeaway,bank,finger,putback,float,pullup,step,cutting,tip,zone,area,date,period,min_left,sec_left
D. Mitchell,8,2,False,Driving Floating Bank Jump Shot,UTA,PHI,62,63,1628378,0021900110,294,0021900110-294,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,8-16 ft.,Right Side(R),20191106,2,1,8
R. Neto,8,2,False,Driving Floating Bank Jump Shot,UTA,PHI,68,48,203526,0021900110,303,0021900110-303,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,8-16 ft.,Right Side(R),20191106,2,0,33
J. Ingles,2,2,True,Driving Layup Shot,UTA,PHI,-26,0,204060,0021900110,305,0021900110-305,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,2,0,16
R. Neto,4,2,False,Driving Layup Shot,UTA,PHI,37,26,203526,0021900110,306,0021900110-306,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,2,0,1
R. Gobert,3,2,True,Alley Oop Dunk Shot,UTA,PHI,-35,1,203497,0021900110,323,0021900110-323,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,3,11,44
J. Embiid,12,2,False,Pullup Jump shot,UTA,PHI,-107,67,203954,0021900110,325,0021900110-325,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8-16 ft.,Left Side(L),20191106,3,11,21
D. Mitchell,9,2,False,Driving Floating Jump Shot,UTA,PHI,32,89,1628378,0021900110,327,0021900110-327,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,8-16 ft.,Center(C),20191106,3,11,10
D. Mitchell,0,2,True,Tip Layup Shot,UTA,PHI,0,-6,1628378,0021900110,329,0021900110-329,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Less Than 8 ft.,Center(C),20191106,3,11,5
F. Korkmaz,24,3,True,Jump Shot,UTA,PHI,-95,226,1627788,0021900110,330,0021900110-330,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Left Side Center(LC),20191106,3,10,46
B. Bogdanovic,4,2,False,Floating Jump shot,UTA,PHI,18,46,202711,0021900110,332,0021900110-332,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Less Than 8 ft.,Center(C),20191106,3,10,31
J. Richardson,1,2,True,Reverse Layup Shot,UTA,PHI,13,-5,1626196,0021900110,334,0021900110-334,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,3,10,16
T. Harris,24,3,False,Jump Shot,UTA,PHI,-221,108,202699,0021900110,344,0021900110-344,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Left Side Center(LC),20191106,3,9,22
B. Bogdanovic,22,3,False,Jump Shot,UTA,PHI,-226,13,202711,0021900110,346,0021900110-346,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Left Side(L),20191106,3,9,11
D. Mitchell,6,2,False,Floating Jump shot,UTA,PHI,-27,62,1628378,0021900110,350,0021900110-350,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Less Than 8 ft.,Center(C),20191106,3,9,2
R. Gobert,0,2,False,Tip Layup Shot,UTA,PHI,0,-6,203497,0021900110,352,0021900110-352,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Less Than 8 ft.,Center(C),20191106,3,8,59
A. Horford,1,2,False,Jump Shot,UTA,PHI,1,17,201143,0021900110,354,0021900110-354,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,3,8,53
T. Harris,19,2,False,Jump Shot,UTA,PHI,-13,192,202699,0021900110,360,0021900110-360,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16-24 ft.,Center(C),20191106,3,8,46
D. Mitchell,17,2,True,Pullup Jump shot,UTA,PHI,-96,149,1628378,0021900110,362,0021900110-362,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,16-24 ft.,Left Side Center(LC),20191106,3,8,33
F. Korkmaz,27,3,False,Jump Shot,UTA,PHI,-93,260,1627788,0021900110,363,0021900110-363,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Left Side Center(LC),20191106,3,8,12
M. Conley,8,2,False,Floating Jump shot,UTA,PHI,-23,85,201144,0021900110,365,0021900110-365,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8-16 ft.,Center(C),20191106,3,8,0
A. Horford,6,2,False,Turnaround Jump Shot,UTA,PHI,7,68,201143,0021900110,372,0021900110-372,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,3,7,49
D. Mitchell,2,2,True,Driving Reverse Layup Shot,UTA,PHI,-27,11,1628378,0021900110,374,0021900110-374,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,3,7,37
A. Horford,3,2,False,Layup Shot,UTA,PHI,30,5,201143,0021900110,375,0021900110-375,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,3,7,21
D. Mitchell,25,3,True,Jump Shot,UTA,PHI,-220,134,1628378,0021900110,377,0021900110-377,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Left Side Center(LC),20191106,3,7,16
A. Horford,11,2,False,Turnaround Fadeaway shot,UTA,PHI,-118,15,201143,0021900110,379,0021900110-379,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,8-16 ft.,Left Side(L),20191106,3,6,48
B. Bogdanovic,11,2,False,Driving Floating Bank Jump Shot,UTA,PHI,-105,58,202711,0021900110,381,0021900110-381,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,8-16 ft.,Left Side(L),20191106,3,6,28
A. Horford,3,2,False,Layup Shot,UTA,PHI,33,8,201143,0021900110,383,0021900110-383,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,3,6,14
M. Conley,24,3,True,Jump Shot,UTA,PHI,160,185,201144,0021900110,400,0021900110-400,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Right Side Center(RC),20191106,3,5,57
M. Thybulle,2,2,False,Driving Layup Shot,UTA,PHI,-21,15,1629680,0021900110,402,0021900110-402,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,3,5,44
A. Horford,1,2,True,Dunk Shot,UTA,PHI,5,10,201143,0021900110,406,0021900110-406,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,3,5,25
R. Gobert,2,2,False,Driving Layup Shot,UTA,PHI,-23,15,203497,0021900110,410,0021900110-410,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,3,4,59
A. Horford,24,3,False,Jump Shot,UTA,PHI,177,173,201143,0021900110,412,0021900110-412,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Right Side Center(RC),20191106,3,4,51
M. Conley,10,2,True,Floating Jump shot,UTA,PHI,59,90,201144,0021900110,414,0021900110-414,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8-16 ft.,Right Side(R),20191106,3,4,39
J. Embiid,4,2,False,Hook Shot,UTA,PHI,3,43,203954,0021900110,422,0021900110-422,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,3,4,15
J. Embiid,24,3,False,Jump Shot,UTA,PHI,-199,150,203954,0021900110,429,0021900110-429,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Left Side Center(LC),20191106,3,4,12
J. Richardson,24,3,True,Jump Shot,UTA,PHI,-149,199,1626196,0021900110,440,0021900110-440,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Left Side Center(LC),20191106,3,3,50
M. Conley,16,2,False,Floating Jump shot,UTA,PHI,-94,139,201144,0021900110,442,0021900110-442,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,16-24 ft.,Left Side Center(LC),20191106,3,3,32
R. Neto,3,2,False,Layup Shot,UTA,PHI,-20,31,203526,0021900110,444,0021900110-444,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,3,3,23
R. O'Neale,2,2,False,Driving Layup Shot,UTA,PHI,-25,11,1626220,0021900110,446,0021900110-446,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,3,3,16
R. Neto,24,3,True,Fadeaway Jump Shot,UTA,PHI,231,93,203526,0021900110,463,0021900110-463,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,24+ ft.,Right Side Center(RC),20191106,3,2,40
D. Mitchell,8,2,False,Floating Jump shot,UTA,PHI,-39,80,1628378,0021900110,464,0021900110-464,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8-16 ft.,Center(C),20191106,3,2,21
J. Richardson,24,3,False,Pullup Jump shot,UTA,PHI,-183,162,1626196,0021900110,466,0021900110-466,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,24+ ft.,Left Side Center(LC),20191106,3,2,10
J. Ingles,2,2,True,Cutting Layup Shot,UTA,PHI,24,8,204060,0021900110,468,0021900110-468,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Less Than 8 ft.,Center(C),20191106,3,2,2
J. Embiid,18,2,False,Step Back Jump shot,UTA,PHI,-143,111,203954,0021900110,470,0021900110-470,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,16-24 ft.,Left Side Center(LC),20191106,3,1,39
J. Richardson,2,2,False,Reverse Layup Shot,UTA,PHI,25,-10,1626196,0021900110,479,0021900110-479,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,3,1,13
J. Green,23,3,False,Jump Shot,UTA,PHI,-239,10,201145,0021900110,481,0021900110-481,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Left Side(L),20191106,3,1,4
M. Scott,23,3,False,Jump Shot,UTA,PHI,232,25,203118,0021900110,483,0021900110-483,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Right Side(R),20191106,3,0,51
D. Mitchell,20,2,False,Pullup Jump shot,UTA,PHI,-137,147,1628378,0021900110,485,0021900110-485,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,16-24 ft.,Left Side Center(LC),20191106,3,0,35
D. Mitchell,6,2,False,Floating Jump shot,UTA,PHI,-8,62,1628378,0021900110,487,0021900110-487,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Less Than 8 ft.,Center(C),20191106,3,0,31
J. Ingles,22,2,True,Jump Shot,UTA,PHI,210,90,204060,0021900110,495,0021900110-495,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16-24 ft.,Right Side(R),20191106,3,0,0
A. Horford,11,2,False,Driving Floating Bank Jump Shot,UTA,PHI,-16,109,201143,0021900110,507,0021900110-507,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,8-16 ft.,Center(C),20191106,4,11,35
G. Niang,3,2,False,Layup Shot,UTA,PHI,30,11,1627777,0021900110,509,0021900110-509,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,4,11,20
T. Bradley,0,2,False,Tip Layup Shot,UTA,PHI,0,-6,1628396,0021900110,511,0021900110-511,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Less Than 8 ft.,Center(C),20191106,4,11,17
T. Harris,11,2,True,Fadeaway Jump Shot,UTA,PHI,63,99,202699,0021900110,513,0021900110-513,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8-16 ft.,Right Side(R),20191106,4,11,7
J. Green,6,2,False,Turnaround Hook Shot,UTA,PHI,60,26,201145,0021900110,514,0021900110-514,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,4,10,48
T. Harris,2,2,False,Driving Layup Shot,UTA,PHI,-16,25,202699,0021900110,516,0021900110-516,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,4,10,39
T. Bradley,1,2,True,Dunk Shot,UTA,PHI,11,8,1628396,0021900110,522,0021900110-522,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,4,10,16
D. Mitchell,25,3,False,Pullup Jump shot,UTA,PHI,-82,237,1628378,0021900110,530,0021900110-530,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,24+ ft.,Left Side Center(LC),20191106,4,9,48
T. Harris,7,2,True,Floating Jump shot,UTA,PHI,2,79,202699,0021900110,532,0021900110-532,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Less Than 8 ft.,Center(C),20191106,4,9,37
T. Harris,14,2,False,Floating Jump shot,UTA,PHI,-14,141,202699,0021900110,541,0021900110-541,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8-16 ft.,Center(C),20191106,4,9,8
J. Green,5,2,False,Floating Jump shot,UTA,PHI,2,57,201145,0021900110,543,0021900110-543,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Less Than 8 ft.,Center(C),20191106,4,8,57
T. Bradley,0,2,True,Tip Layup Shot,UTA,PHI,0,-6,1628396,0021900110,545,0021900110-545,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Less Than 8 ft.,Center(C),20191106,4,8,53
R. Neto,2,2,True,Driving Layup Shot,UTA,PHI,-20,-4,203526,0021900110,546,0021900110-546,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,4,8,42
T. Bradley,2,2,True,Cutting Layup Shot,UTA,PHI,-22,10,1628396,0021900110,548,0021900110-548,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Less Than 8 ft.,Center(C),20191106,4,8,29
R. Neto,24,3,False,Pullup Jump shot,UTA,PHI,-71,235,203526,0021900110,550,0021900110-550,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,24+ ft.,Center(C),20191106,4,8,16
D. Mitchell,15,2,False,Pullup Jump shot,UTA,PHI,55,147,1628378,0021900110,552,0021900110-552,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8-16 ft.,Center(C),20191106,4,8,2
T. Harris,7,2,True,Floating Jump shot,UTA,PHI,0,79,202699,0021900110,554,0021900110-554,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Less Than 8 ft.,Center(C),20191106,4,7,48
J. Ingles,25,3,False,Pullup Jump shot,UTA,PHI,-13,258,204060,0021900110,568,0021900110-568,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,24+ ft.,Center(C),20191106,4,7,29
R. Neto,5,2,True,Fadeaway Jump Shot,UTA,PHI,-2,53,203526,0021900110,570,0021900110-570,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,4,7,11
M. Conley,18,2,True,Pullup Jump shot,UTA,PHI,79,165,201144,0021900110,574,0021900110-574,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,16-24 ft.,Right Side Center(RC),20191106,4,6,25
M. Conley,2,2,True,Layup Shot,UTA,PHI,-20,5,201144,0021900110,580,0021900110-580,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,4,5,59
M. Scott,26,3,True,Jump Shot,UTA,PHI,-52,257,203118,0021900110,585,0021900110-585,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Center(C),20191106,4,5,51
M. Conley,25,3,False,Pullup Jump shot,UTA,PHI,113,231,201144,0021900110,587,0021900110-587,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,24+ ft.,Right Side Center(RC),20191106,4,5,28
R. Neto,2,2,True,Driving Layup Shot,UTA,PHI,-2,27,203526,0021900110,589,0021900110-589,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,4,5,11
B. Bogdanovic,2,2,False,Driving Layup Shot,UTA,PHI,-27,12,202711,0021900110,596,0021900110-596,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,4,4,54
J. Richardson,24,3,False,Jump Shot,UTA,PHI,82,226,1626196,0021900110,603,0021900110-603,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Right Side Center(RC),20191106,4,4,39
J. Embiid,1,2,True,Layup Shot,UTA,PHI,-18,-1,203954,0021900110,615,0021900110-615,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,4,4,7
M. Conley,8,2,False,Floating Jump shot,UTA,PHI,-3,88,201144,0021900110,617,0021900110-617,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8-16 ft.,Center(C),20191106,4,3,49
A. Horford,5,2,False,Layup Shot,UTA,PHI,54,19,201143,0021900110,619,0021900110-619,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191106,4,3,42
D. Mitchell,26,3,False,Pullup Jump shot,UTA,PHI,-115,235,1628378,0021900110,621,0021900110-621,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,24+ ft.,Left Side Center(LC),20191106,4,3,30
F. Korkmaz,24,3,False,Jump Shot,UTA,PHI,163,184,1627788,0021900110,626,0021900110-626,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Right Side Center(RC),20191106,4,3,15
B. Bogdanovic,18,2,True,Pullup Jump shot,UTA,PHI,-47,183,202711,0021900110,630,0021900110-630,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,16-24 ft.,Center(C),20191106,4,2,59
B. Bogdanovic,24,3,False,Jump Shot,UTA,PHI,135,209,202711,0021900110,638,0021900110-638,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Right Side Center(RC),20191106,4,2,26
B. Bogdanovic,25,3,True,Jump Shot,UTA,PHI,-131,222,202711,0021900110,654,0021900110-654,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Left Side Center(LC),20191106,4,1,39
J. Embiid,11,2,False,Step Back Jump shot,UTA,PHI,-95,61,203954,0021900110,656,0021900110-656,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8-16 ft.,Left Side(L),20191106,4,1,23
D. Mitchell,24,3,False,Pullup Jump shot,UTA,PHI,5,248,1628378,0021900110,658,0021900110-658,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,24+ ft.,Center(C),20191106,4,1,2
J. Ingles,23,3,False,Pullup Jump shot,UTA,PHI,-232,60,204060,0021900110,667,0021900110-667,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,24+ ft.,Left Side(L),20191106,4,0,31
J. Richardson,13,2,True,Turnaround Jump Shot,UTA,PHI,0,135,1626196,0021900110,682,0021900110-682,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8-16 ft.,Center(C),20191106,4,0,1
M. Fultz,3,2,True,Driving Layup Shot,ORL,IND,12,34,1628365,0021900133,7,0021900133-007,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191110,1,11,48
D. Sabonis,7,2,False,Turnaround Hook Shot,ORL,IND,0,70,1627734,0021900133,8,0021900133-008,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191110,1,11,28
J. Isaac,2,2,False,Cutting Layup Shot,ORL,IND,-5,22,1628371,0021900133,11,0021900133-011,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Less Than 8 ft.,Center(C),20191110,1,11,18
T. Warren,11,2,True,Driving Floating Jump Shot,ORL,IND,3,115,203933,0021900133,14,0021900133-014,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,8-16 ft.,Center(C),20191110,1,11,6
N. Vucevic,26,3,False,Jump Shot,ORL,IND,5,268,202696,0021900133,18,0021900133-018,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Center(C),20191110,1,10,45
M. Brogdon,22,2,True,Pullup Jump shot,ORL,IND,96,205,1627763,0021900133,20,0021900133-020,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,16-24 ft.,Right Side Center(RC),20191110,1,10,33
J. Isaac,2,2,True,Driving Reverse Layup Shot,ORL,IND,14,19,1628371,0021900133,21,0021900133-021,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191110,1,10,17
A. Holiday,23,3,True,Jump Shot,ORL,IND,233,12,1628988,0021900133,26,0021900133-026,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Right Side(R),20191110,1,10,2
E. Fournier,24,3,True,Pullup Jump shot,ORL,IND,-141,206,203095,0021900133,28,0021900133-028,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,24+ ft.,Left Side Center(LC),20191110,1,9,47
A. Holiday,13,2,False,Pullup Jump shot,ORL,IND,74,111,1628988,0021900133,29,0021900133-029,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8-16 ft.,Right Side(R),20191110,1,9,32
E. Fournier,12,2,False,Turnaround Fadeaway shot,ORL,IND,-122,-20,203095,0021900133,31,0021900133-031,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,8-16 ft.,Left Side(L),20191110,1,9,19
M. Brogdon,17,2,True,Jump Shot,ORL,IND,133,113,1627763,0021900133,33,0021900133-033,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16-24 ft.,Right Side Center(RC),20191110,1,9,8
J. Isaac,22,3,True,Jump Shot,ORL,IND,-226,9,1628371,0021900133,34,0021900133-034,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Left Side(L),20191110,1,8,54
T. Warren,11,2,True,Driving Floating Jump Shot,ORL,IND,55,106,203933,0021900133,36,0021900133-036,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,8-16 ft.,Center(C),20191110,1,8,41
M. Fultz,3,2,True,Running Layup Shot,ORL,IND,11,29,1628365,0021900133,38,0021900133-038,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191110,1,8,32
M. Brogdon,16,2,True,Pullup Jump shot,ORL,IND,125,106,1627763,0021900133,39,0021900133-039,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,16-24 ft.,Right Side Center(RC),20191110,1,8,18
J. Isaac,16,2,False,Turnaround Jump Shot,ORL,IND,163,-13,1628371,0021900133,40,0021900133-040,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,16-24 ft.,Right Side(R),20191110,1,7,57
D. Sabonis,20,2,True,Jump Shot,ORL,IND,-8,201,1627734,0021900133,42,0021900133-042,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16-24 ft.,Center(C),20191110,1,7,45
E. Fournier,20,2,True,Step Back Jump shot,ORL,IND,-8,208,203095,0021900133,44,0021900133-044,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,16-24 ft.,Center(C),20191110,1,7,26
D. Sabonis,9,2,False,Hook Shot,ORL,IND,-84,37,1627734,0021900133,46,0021900133-046,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8-16 ft.,Left Side(L),20191110,1,7,6
A. Gordon,10,2,True,Turnaround Jump Shot,ORL,IND,18,108,203932,0021900133,48,0021900133-048,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8-16 ft.,Center(C),20191110,1,6,53
T. Warren,2,2,False,Driving Floating Jump Shot,ORL,IND,16,16,203933,0021900133,50,0021900133-050,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Less Than 8 ft.,Center(C),20191110,1,6,35
E. Fournier,25,3,True,Jump Shot,ORL,IND,130,225,203095,0021900133,53,0021900133-053,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Right Side Center(RC),20191110,1,6,28
D. Sabonis,5,2,True,Turnaround Hook Shot,ORL,IND,22,50,1627734,0021900133,56,0021900133-056,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191110,1,6,5
A. Holiday,25,3,False,Jump Shot,ORL,IND,-172,194,1628988,0021900133,59,0021900133-059,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Left Side Center(LC),20191110,1,5,44
M. Fultz,1,2,False,Layup Shot,ORL,IND,0,16,1628365,0021900133,61,0021900133-061,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191110,1,5,30
N. Vucevic,0,2,False,Tip Layup Shot,ORL,IND,0,-6,202696,0021900133,63,0021900133-063,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Less Than 8 ft.,Center(C),20191110,1,5,24
N. Vucevic,0,2,True,Tip Layup Shot,ORL,IND,0,-6,202696,0021900133,65,0021900133-065,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Less Than 8 ft.,Center(C),20191110,1,5,21
T. Warren,9,2,False,Pullup Jump shot,ORL,IND,-65,63,203933,0021900133,66,0021900133-066,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8-16 ft.,Left Side(L),20191110,1,5,17
A. Holiday,25,3,True,Jump Shot,ORL,IND,183,172,1628988,0021900133,74,0021900133-074,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Right Side Center(RC),20191110,1,4,47
N. Vucevic,25,3,True,Jump Shot,ORL,IND,-58,246,202696,0021900133,76,0021900133-076,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Center(C),20191110,1,4,27
M. Brogdon,5,2,False,Hook Shot,ORL,IND,-22,46,1627763,0021900133,78,0021900133-078,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20191110,1,4,12
M. Carter-Williams,23,3,False,Jump Shot,ORL,IND,231,57,203487,0021900133,92,0021900133-092,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Right Side(R),20191110,1,4,1
