game_id,home,away,date,home_pts,away_pts,min,home_fgm,home_fga,home_fg_pct,home_fg3m,home_fg3a,home_fg3_pct,home_ftm,home_fta,home_ft_pct,home_oreb,home_dreb,home_reb,home_ast,home_stl,home_blk,home_tov,home_pf,home_plus_minus,away_fgm,away_fga,away_fg_pct,away_fg3m,away_fg3a,away_fg3_pct,away_ftm,away_fta,away_ft_pct,away_oreb,away_dreb,away_reb,away_ast,away_stl,away_blk,away_tov,away_pf,away_plus_minus,bubble,sample,season
21900254,CHA,DET,2019-11-27,102,101,241,39,88,0.443,7,30,0.233,17,20,0.85,10,31,41,27,3,7,3,18,1.0,41,88,0.466,10,32,0.313,9,15,0.6,9,37,46,23,2,2,8,18,-1.0,False,False,2019-20
21900255,CLE,ORL,2019-11-27,104,116,241,37,81,0.457,11,34,0.324,19,22,0.864,12,37,49,20,5,0,25,15,-12.0,45,93,0.484,12,33,0.364,14,17,0.824,6,28,34,23,13,6,11,22,12.0,False,False,2019-20
21900256,IND,UTA,2019-11-27,121,102,241,50,96,0.521,8,22,0.364,13,16,0.813,11,31,42,23,8,4,12,19,19.0,36,83,0.434,10,32,0.313,20,25,0.8,10,30,40,19,7,2,16,21,-19.0,False,False,2019-20
21900257,PHI,SAC,2019-11-27,97,91,238,36,77,0.468,5,26,0.192,20,24,0.833,7,42,49,20,8,10,17,12,6.0,39,95,0.411,9,34,0.265,4,9,0.444,8,34,42,22,9,3,11,19,-6.0,False,False,2019-20
21900258,TOR,NYK,2019-11-27,126,98,240,46,94,0.489,21,41,0.512,13,17,0.765,17,35,52,26,6,4,12,18,28.0,33,88,0.375,12,41,0.293,20,24,0.833,15,30,45,19,6,4,18,17,-28.0,False,False,2019-20
21900259,HOU,MIA,2019-11-27,117,108,239,38,83,0.458,15,44,0.341,26,33,0.788,9,34,43,19,11,2,15,22,9.0,37,80,0.463,14,37,0.378,20,27,0.741,8,33,41,22,8,3,18,24,-9.0,False,False,2019-20
21900260,MEM,LAC,2019-11-27,119,121,241,43,92,0.467,11,28,0.393,22,26,0.846,13,35,48,26,9,3,20,22,-2.0,44,95,0.463,14,41,0.341,19,25,0.76,13,30,43,30,11,6,15,24,2.0,False,False,2019-20
21900261,MIL,ATL,2019-11-27,111,102,240,42,88,0.477,10,34,0.294,17,27,0.63,10,37,47,25,6,11,14,23,9.0,38,94,0.404,11,34,0.324,15,22,0.682,14,35,49,22,4,5,17,25,-9.0,False,False,2019-20
21900262,SAS,MIN,2019-11-27,101,113,239,41,97,0.423,5,29,0.172,14,17,0.824,8,38,46,25,4,8,6,18,-12.0,37,85,0.435,18,40,0.45,21,27,0.778,7,46,53,28,4,6,11,19,12.0,False,False,2019-20
21900263,PHX,WAS,2019-11-27,132,140,241,48,93,0.516,15,38,0.395,21,24,0.875,12,28,40,29,7,6,15,21,-8.0,51,89,0.573,19,35,0.543,19,20,0.95,4,30,34,32,9,5,14,20,8.0,False,False,2019-20
21900264,NOP,LAL,2019-11-27,110,114,239,34,84,0.405,17,40,0.425,25,30,0.833,13,29,42,20,7,4,19,23,-4.0,44,85,0.518,8,24,0.333,18,25,0.72,7,30,37,25,9,6,15,24,4.0,False,False,2019-20
21900265,POR,OKC,2019-11-27,136,119,240,49,94,0.521,14,30,0.467,24,24,1.0,10,44,54,23,3,1,9,32,17.0,39,88,0.443,11,35,0.314,30,38,0.789,8,30,38,19,4,2,6,21,-17.0,False,False,2019-20
21900266,GSW,CHI,2019-11-27,104,90,240,37,81,0.457,11,29,0.379,19,26,0.731,13,41,54,31,12,9,20,17,14.0,34,89,0.382,10,29,0.345,12,18,0.667,14,28,42,20,14,4,17,20,-14.0,False,False,2019-20
21900267,BKN,BOS,2019-11-29,112,107,242,43,93,0.462,17,41,0.415,9,13,0.692,13,36,49,30,9,6,18,24,5.0,41,93,0.441,9,28,0.321,16,21,0.762,16,32,48,16,11,7,19,14,-5.0,False,False,2019-20
21900268,DET,CHA,2019-11-29,107,110,240,41,83,0.494,15,35,0.429,10,20,0.5,14,31,45,27,5,4,13,16,-3.0,40,83,0.482,19,38,0.5,11,15,0.733,11,26,37,26,8,6,10,17,3.0,False,False,2019-20
21900269,ORL,TOR,2019-11-29,83,90,241,27,78,0.346,7,29,0.241,22,27,0.815,13,39,52,17,10,11,22,19,-7.0,31,84,0.369,11,38,0.289,17,28,0.607,11,35,46,21,16,4,13,20,7.0,False,True,2019-20
21900270,CLE,MIL,2019-11-29,110,119,239,44,88,0.5,17,34,0.5,5,10,0.5,8,33,41,32,7,1,14,22,-9.0,45,88,0.511,12,34,0.353,17,23,0.739,11,36,47,28,7,4,13,15,9.0,False,False,2019-20
21900271,NYK,PHI,2019-11-29,95,101,241,34,78,0.436,8,20,0.4,19,33,0.576,9,28,37,14,5,4,14,33,-6.0,31,72,0.431,7,26,0.269,32,40,0.8,8,38,46,22,5,10,16,23,6.0,False,False,2019-20
21900272,IND,ATL,2019-11-29,105,104,264,39,92,0.424,6,26,0.231,21,28,0.75,9,33,42,19,12,6,15,20,1.0,39,90,0.433,9,32,0.281,17,18,0.944,10,38,48,14,10,3,24,27,-1.0,False,False,2019-20
21900273,MIA,GSW,2019-11-29,122,105,241,44,82,0.537,13,25,0.52,21,28,0.75,10,39,49,23,7,3,15,30,17.0,30,77,0.39,10,28,0.357,35,40,0.875,5,26,31,19,4,3,9,23,-17.0,False,False,2019-20
21900274,MEM,UTA,2019-11-29,94,103,238,37,94,0.394,10,34,0.294,10,17,0.588,15,40,55,22,1,8,11,17,-9.0,38,95,0.4,12,35,0.343,15,19,0.789,11,41,52,18,8,2,5,15,9.0,False,False,2019-20
21900275,OKC,NOP,2019-11-29,109,104,239,43,90,0.478,13,34,0.382,10,16,0.625,6,36,42,27,6,8,11,17,5.0,39,87,0.448,11,38,0.289,15,21,0.714,7,37,44,19,8,3,13,12,-5.0,False,False,2019-20
21900276,SAS,LAC,2019-11-29,107,97,242,40,93,0.43,14,36,0.389,13,14,0.929,8,40,48,28,8,8,9,15,10.0,36,92,0.391,12,33,0.364,13,13,1.0,9,39,48,23,6,5,14,17,-10.0,False,True,2019-20
21900277,PHX,DAL,2019-11-29,113,120,240,41,93,0.441,13,38,0.342,18,25,0.72,11,36,47,29,3,3,10,29,-7.0,35,85,0.412,17,47,0.362,33,38,0.868,9,38,47,20,7,3,8,24,7.0,False,False,2019-20
21900278,POR,CHI,2019-11-29,107,103,241,38,84,0.452,10,30,0.333,21,28,0.75,8,41,49,20,6,11,13,21,4.0,36,94,0.383,14,38,0.368,17,25,0.68,11,36,47,24,8,2,11,22,-4.0,False,False,2019-20
21900279,LAL,WAS,2019-11-29,125,103,240,45,87,0.517,14,32,0.438,21,28,0.75,7,40,47,29,9,8,18,20,22.0,38,96,0.396,10,37,0.27,17,19,0.895,13,32,45,25,10,2,17,23,-22.0,False,False,2019-20
21900280,SAC,DEN,2019-11-30,100,97,265,37,96,0.385,8,33,0.242,18,21,0.857,13,37,50,22,12,4,14,23,3.0,36,87,0.414,11,32,0.344,14,21,0.667,9,39,48,23,11,5,16,21,-3.0,False,False,2019-20
21900281,PHI,IND,2019-11-30,119,116,240,38,77,0.494,11,23,0.478,32,36,0.889,4,28,32,27,12,5,12,16,3.0,42,76,0.553,11,22,0.5,21,25,0.84,3,28,31,22,7,3,19,24,-3.0,False,False,2019-20
21900282,HOU,ATL,2019-11-30,158,111,241,52,89,0.584,25,51,0.49,29,34,0.853,13,39,52,30,9,2,15,23,47.0,38,89,0.427,15,46,0.326,20,25,0.8,8,21,29,26,5,2,13,23,-47.0,False,False,2019-20
21900283,MIL,CHA,2019-11-30,137,96,241,54,96,0.563,20,44,0.455,9,15,0.6,7,46,53,41,7,3,7,13,41.0,37,101,0.366,15,45,0.333,7,8,0.875,15,38,53,21,4,1,12,18,-41.0,False,False,2019-20
21900284,BKN,MIA,2019-12-01,106,109,240,40,91,0.44,14,42,0.333,12,16,0.75,9,39,48,24,3,5,12,21,-3.0,37,95,0.389,12,37,0.324,23,28,0.821,16,35,51,16,3,2,9,17,3.0,False,False,2019-20
21900285,NYK,BOS,2019-12-01,104,113,239,35,76,0.461,8,26,0.308,26,37,0.703,8,31,39,15,7,6,14,25,-9.0,41,93,0.441,15,41,0.366,16,22,0.727,16,28,44,25,5,7,13,28,9.0,False,False,2019-20
21900286,MIN,MEM,2019-12-01,107,115,240,33,85,0.388,11,36,0.306,30,35,0.857,10,43,53,22,7,6,16,21,-8.0,41,100,0.41,16,40,0.4,17,21,0.81,12,38,50,27,8,3,11,26,8.0,False,True,2019-20
21900287,LAL,DAL,2019-12-01,100,114,239,40,87,0.46,7,27,0.259,13,16,0.813,9,36,45,25,9,3,17,14,-14.0,42,97,0.433,17,49,0.347,13,18,0.722,16,35,51,24,11,1,13,20,14.0,False,False,2019-20
21900288,DET,SAS,2019-12-01,132,98,240,52,88,0.591,15,31,0.484,13,18,0.722,11,39,50,33,5,5,15,14,34.0,36,88,0.409,7,26,0.269,19,22,0.864,7,24,31,20,11,6,8,15,-34.0,False,False,2019-20
21900289,NOP,OKC,2019-12-01,104,107,238,39,87,0.448,17,38,0.447,9,10,0.9,3,38,41,22,6,7,11,22,-3.0,38,81,0.469,11,33,0.333,20,26,0.769,5,42,47,19,5,3,11,14,3.0,False,False,2019-20
21900290,ORL,GSW,2019-12-01,100,96,239,37,87,0.425,11,33,0.333,15,22,0.682,12,36,48,21,7,8,12,20,4.0,36,91,0.396,6,23,0.261,18,23,0.783,15,31,46,21,6,5,10,17,-4.0,False,False,2019-20
21900291,TOR,UTA,2019-12-01,130,110,242,47,90,0.522,19,36,0.528,17,21,0.81,7,36,43,36,14,8,14,24,20.0,38,90,0.422,13,35,0.371,21,29,0.724,15,36,51,21,5,3,18,17,-20.0,False,False,2019-20
21900292,LAC,WAS,2019-12-01,150,125,240,52,94,0.553,14,32,0.438,32,40,0.8,10,42,52,22,8,5,16,25,25.0,47,102,0.461,11,30,0.367,20,27,0.741,12,31,43,32,10,1,14,29,-25.0,False,False,2019-20
21900293,CHA,PHX,2019-12-02,104,109,240,38,84,0.452,7,25,0.28,21,26,0.808,14,39,53,27,4,7,19,23,-5.0,39,88,0.443,9,42,0.214,22,30,0.733,9,28,37,30,12,7,7,21,5.0,False,False,2019-20
21900294,PHI,UTA,2019-12-02,103,94,241,37,91,0.407,13,26,0.5,16,23,0.696,8,39,47,24,12,3,14,22,9.0,38,81,0.469,5,22,0.227,13,20,0.65,5,37,42,23,6,8,19,26,-9.0,False,False,2019-20
21900295,ATL,GSW,2019-12-02,104,79,241,41,89,0.461,8,29,0.276,14,15,0.933,11,27,38,21,13,4,14,12,25.0,33,83,0.398,3,17,0.176,10,12,0.833,18,28,46,17,11,8,23,20,-25.0,False,True,2019-20
21900296,MEM,IND,2019-12-02,104,117,240,38,89,0.427,10,38,0.263,18,19,0.947,8,30,38,23,5,6,11,20,-13.0,44,88,0.5,16,38,0.421,13,15,0.867,8,36,44,31,4,2,15,22,13.0,False,False,2019-20
21900297,MIL,NYK,2019-12-02,132,88,240,48,86,0.558,16,35,0.457,20,32,0.625,10,47,57,30,7,4,13,23,44.0,28,91,0.308,10,39,0.256,22,33,0.667,14,28,42,13,4,7,10,21,-44.0,False,False,2019-20
21900298,SAC,CHI,2019-12-02,106,113,239,40,83,0.482,9,33,0.273,17,20,0.85,10,31,41,22,7,5,18,26,-7.0,36,75,0.48,16,37,0.432,25,29,0.862,3,29,32,20,9,0,18,20,7.0,False,False,2019-20
21900299,CLE,DET,2019-12-03,94,127,241,38,90,0.422,8,27,0.296,10,14,0.714,12,28,40,16,6,6,13,11,-33.0,51,94,0.543,18,35,0.514,7,11,0.636,10,36,46,33,11,7,10,16,33.0,False,False,2019-20
21900300,WAS,ORL,2019-12-03,120,127,239,45,89,0.506,12,35,0.343,18,23,0.783,5,33,38,22,9,3,10,23,-7.0,46,90,0.511,15,31,0.484,20,27,0.741,8,40,48,26,3,4,13,18,7.0,False,False,2019-20
21900301,TOR,MIA,2019-12-03,110,121,265,35,91,0.385,11,43,0.256,29,36,0.806,9,39,48,25,5,4,11,20,-11.0,45,99,0.455,15,38,0.395,16,21,0.762,10,45,55,29,4,7,11,27,11.0,False,False,2019-20
21900302,NOP,DAL,2019-12-03,97,118,241,38,94,0.404,11,41,0.268,10,15,0.667,9,38,47,20,4,4,11,19,-21.0,38,88,0.432,19,45,0.422,23,27,0.852,10,41,51,22,5,8,10,14,21.0,False,False,2019-20
21900303,SAS,HOU,2019-12-03,135,133,290,50,106,0.472,13,30,0.433,22,32,0.688,12,44,56,35,10,8,20,27,2.0,42,111,0.378,15,51,0.294,34,36,0.944,18,42,60,22,11,7,17,30,-2.0,False,False,2019-20
21900304,DEN,LAL,2019-12-03,96,105,239,37,91,0.407,6,29,0.207,16,17,0.941,7,28,35,26,9,4,11,25,-9.0,39,84,0.464,7,24,0.292,20,30,0.667,14,42,56,24,8,5,16,23,9.0,False,False,2019-20
21900305,LAC,POR,2019-12-03,117,97,239,43,94,0.457,17,34,0.5,14,25,0.56,11,38,49,25,7,3,10,15,20.0,39,91,0.429,7,27,0.259,12,15,0.8,12,37,49,20,5,6,13,23,-20.0,False,False,2019-20
21900306,CHA,GSW,2019-12-04,106,91,241,40,87,0.46,21,48,0.438,5,8,0.625,11,33,44,30,11,7,13,20,15.0,36,78,0.462,9,23,0.391,10,15,0.667,6,31,37,18,7,3,16,12,-15.0,False,False,2019-20
21900307,DET,MIL,2019-12-04,103,127,240,39,93,0.419,11,36,0.306,14,22,0.636,9,31,40,25,5,3,11,19,-24.0,44,90,0.489,14,35,0.4,25,27,0.926,10,45,55,25,7,8,14,18,24.0,False,False,2019-20
21900308,ORL,PHX,2019-12-04,128,114,242,49,85,0.576,14,25,0.56,16,20,0.8,11,34,45,27,9,7,19,19,14.0,43,88,0.489,15,33,0.455,13,20,0.65,8,21,29,36,10,0,13,20,-14.0,False,True,2019-20
21900309,ATL,BKN,2019-12-04,118,130,240,48,90,0.533,9,26,0.346,13,21,0.619,9,26,35,24,8,9,16,19,-12.0,50,101,0.495,14,31,0.452,16,18,0.889,18,35,53,26,8,6,15,20,12.0,False,False,2019-20
21900310,BOS,MIA,2019-12-04,112,93,239,35,79,0.443,16,41,0.39,26,32,0.813,10,36,46,21,8,8,10,20,19.0,34,77,0.442,14,38,0.368,11,17,0.647,8,32,40,20,7,2,18,25,-19.0,False,False,2019-20
21900311,CHI,MEM,2019-12-04,106,99,242,33,77,0.429,13,33,0.394,27,37,0.73,10,40,50,22,5,13,20,22,7.0,37,96,0.385,7,30,0.233,18,21,0.857,11,35,46,24,14,6,12,28,-7.0,False,False,2019-20
21900312,OKC,IND,2019-12-04,100,107,239,41,84,0.488,9,26,0.346,9,10,0.9,8,29,37,25,3,5,11,19,-7.0,42,87,0.483,9,24,0.375,14,17,0.824,11,28,39,19,5,1,8,21,7.0,False,False,2019-20
21900313,DAL,MIN,2019-12-04,121,114,240,46,92,0.5,11,37,0.297,18,23,0.783,13,32,45,24,5,5,8,16,7.0,37,89,0.416,17,38,0.447,23,26,0.885,15,29,44,23,5,7,12,21,-7.0,False,False,2019-20
21900314,UTA,LAL,2019-12-04,96,121,241,34,83,0.41,14,31,0.452,14,19,0.737,8,32,40,20,3,3,18,24,-25.0,46,90,0.511,14,29,0.483,15,25,0.6,8,38,46,27,13,12,7,17,25.0,False,False,2019-20
21900315,POR,SAC,2019-12-04,127,116,240,47,84,0.56,16,32,0.5,17,21,0.81,6,37,43,28,6,10,12,18,11.0,44,95,0.463,11,34,0.324,17,23,0.739,13,31,44,26,7,7,10,17,-11.0,False,False,2019-20
21900316,WAS,PHI,2019-12-05,119,113,241,41,90,0.456,11,27,0.407,26,32,0.813,13,28,41,25,9,1,11,20,6.0,41,77,0.532,13,28,0.464,18,24,0.75,8,36,44,25,7,6,21,24,-6.0,False,False,2019-20
21900317,NYK,DEN,2019-12-05,92,129,241,34,83,0.41,9,34,0.265,15,23,0.652,5,28,33,23,9,7,14,16,-37.0,49,87,0.563,21,39,0.538,10,18,0.556,9,39,48,38,8,5,13,19,37.0,False,False,2019-20
21900318,TOR,HOU,2019-12-05,109,119,240,38,88,0.432,12,39,0.308,21,24,0.875,12,33,45,27,14,5,17,21,-10.0,40,98,0.408,22,55,0.4,17,19,0.895,20,34,54,29,11,2,22,24,10.0,False,False,2019-20
21900319,NOP,PHX,2019-12-05,132,139,265,44,87,0.506,17,41,0.415,27,35,0.771,6,34,40,27,13,9,23,29,-7.0,50,106,0.472,14,36,0.389,25,27,0.926,19,32,51,30,16,6,18,29,7.0,False,False,2019-20
21900320,CHA,BKN,2019-12-06,104,111,240,36,83,0.434,17,40,0.425,15,17,0.882,10,24,34,23,6,6,19,16,-7.0,42,88,0.477,15,38,0.395,12,15,0.8,15,34,49,35,12,5,16,21,7.0,False,False,2019-20
21900321,CLE,ORL,2019-12-06,87,93,240,35,83,0.422,10,34,0.294,7,10,0.7,10,35,45,22,9,7,16,19,-6.0,32,82,0.39,9,26,0.346,20,23,0.87,10,33,43,19,10,9,17,13,6.0,False,False,2019-20
21900322,DET,IND,2019-12-06,108,101,240,39,87,0.448,11,25,0.44,19,26,0.731,14,37,51,21,7,5,17,17,7.0,38,83,0.458,9,24,0.375,16,20,0.8,5,28,33,24,8,9,11,18,-7.0,False,False,2019-20
21900323,BOS,DEN,2019-12-06,108,95,241,44,82,0.537,13,35,0.371,7,8,0.875,4,33,37,21,5,5,15,23,13.0,39,94,0.415,5,30,0.167,12,15,0.8,12,29,41,18,5,4,12,15,-13.0,False,False,2019-20
21900324,MIA,WAS,2019-12-06,112,103,241,42,86,0.488,10,28,0.357,18,24,0.75,11,39,50,28,6,7,12,13,9.0,39,91,0.429,12,39,0.308,13,14,0.929,9,30,39,29,6,4,11,20,-9.0,False,False,2019-20
21900325,CHI,GSW,2019-12-06,98,100,240,39,88,0.443,17,41,0.415,3,5,0.6,10,27,37,21,11,2,14,20,-2.0,38,71,0.535,9,24,0.375,15,22,0.682,6,33,39,24,9,4,19,19,2.0,False,False,2019-20
21900326,OKC,MIN,2019-12-06,139,127,265,49,88,0.557,5,18,0.278,36,40,0.9,9,30,39,19,8,9,10,20,12.0,50,96,0.521,13,38,0.342,14,20,0.7,10,26,36,25,8,2,13,29,-12.0,False,False,2019-20
21900327,MIL,LAC,2019-12-06,119,91,240,44,94,0.468,14,36,0.389,17,21,0.81,13,40,53,29,11,6,15,23,28.0,33,94,0.351,8,32,0.25,17,19,0.895,12,36,48,18,9,4,21,19,-28.0,False,False,2019-20
21900328,SAS,SAC,2019-12-06,105,104,265,41,96,0.427,11,32,0.344,12,17,0.706,13,39,52,25,10,5,16,16,1.0,40,102,0.392,9,34,0.265,15,18,0.833,16,36,52,19,10,3,14,20,-1.0,False,False,2019-20
21900329,POR,LAL,2019-12-06,113,136,242,39,86,0.453,10,34,0.294,25,29,0.862,4,30,34,20,9,4,15,25,-23.0,46,85,0.541,17,36,0.472,27,33,0.818,3,42,45,26,10,8,16,23,23.0,False,True,2019-20
21900330,DAL,NOP,2019-12-07,130,84,239,46,86,0.535,13,38,0.342,25,31,0.806,8,47,55,25,8,4,12,17,46.0,32,89,0.36,3,32,0.094,17,21,0.81,8,26,34,17,4,2,14,23,-46.0,False,False,2019-20
21900331,NYK,IND,2019-12-07,103,104,239,39,96,0.406,10,31,0.323,15,21,0.714,15,37,52,24,11,6,11,14,-1.0,41,85,0.482,12,28,0.429,10,13,0.769,5,37,42,26,7,9,16,17,1.0,False,False,2019-20
21900332,PHI,CLE,2019-12-07,141,94,240,57,90,0.633,11,26,0.423,16,23,0.696,10,41,51,43,13,8,8,16,47.0,36,96,0.375,9,35,0.257,13,17,0.765,11,24,35,20,4,0,17,17,-47.0,False,True,2019-20
21900333,HOU,PHX,2019-12-07,115,109,239,41,91,0.451,11,40,0.275,22,30,0.733,10,41,51,21,10,7,15,28,6.0,40,96,0.417,11,35,0.314,18,28,0.643,13,38,51,29,4,3,15,25,-6.0,False,False,2019-20
21900334,UTA,MEM,2019-12-07,126,112,241,45,80,0.563,19,34,0.559,17,18,0.944,9,32,41,32,8,0,22,25,14.0,43,81,0.531,10,35,0.286,16,25,0.64,5,23,28,23,15,3,14,19,-14.0,False,False,2019-20
21900335,BKN,DEN,2019-12-08,105,102,240,40,87,0.46,7,28,0.25,18,23,0.783,10,38,48,25,5,1,11,15,3.0,36,89,0.404,18,42,0.429,12,14,0.857,7,30,37,25,4,5,12,23,-3.0,False,False,2019-20
21900336,CHA,ATL,2019-12-08,107,122,241,36,90,0.4,11,31,0.355,24,29,0.828,13,31,44,22,8,3,11,17,-15.0,44,91,0.484,18,45,0.4,16,17,0.941,11,37,48,28,8,8,13,24,15.0,False,False,2019-20
21900337,MIA,CHI,2019-12-08,110,105,265,32,77,0.416,11,35,0.314,35,44,0.795,10,33,43,20,9,2,17,23,5.0,35,80,0.438,13,36,0.361,22,27,0.815,6,33,39,20,8,1,14,31,-5.0,False,False,2019-20
21900338,PHI,TOR,2019-12-08,110,104,239,40,79,0.506,14,32,0.438,16,21,0.762,6,34,40,31,7,5,18,18,6.0,38,88,0.432,11,33,0.333,17,20,0.85,13,29,42,21,13,4,18,22,-6.0,False,False,2019-20
21900339,WAS,LAC,2019-12-08,119,135,241,40,88,0.455,14,33,0.424,25,30,0.833,8,30,38,28,5,3,13,22,-16.0,50,96,0.521,15,40,0.375,20,27,0.741,9,36,45,27,8,4,10,26,16.0,False,False,2019-20
21900340,DAL,SAC,2019-12-08,106,110,239,41,86,0.477,17,44,0.386,7,8,0.875,10,30,40,24,3,1,12,11,-4.0,44,85,0.518,13,34,0.382,9,11,0.818,7,28,35,24,7,1,8,16,4.0,False,False,2019-20
21900341,POR,OKC,2019-12-08,96,108,239,36,100,0.36,9,33,0.273,15,18,0.833,18,33,51,16,7,8,8,26,-12.0,35,85,0.412,11,32,0.344,27,34,0.794,13,41,54,12,7,2,10,22,12.0,False,False,2019-20
21900342,LAL,MIN,2019-12-08,142,125,238,55,94,0.585,14,31,0.452,18,20,0.9,10,31,41,32,9,1,10,19,17.0,44,84,0.524,15,37,0.405,22,26,0.846,6,25,31,27,5,6,15,18,-17.0,False,False,2019-20
21900343,IND,LAC,2019-12-09,99,110,242,34,97,0.351,10,35,0.286,21,28,0.75,14,42,56,16,7,3,13,21,-11.0,40,97,0.412,10,32,0.313,20,27,0.741,11,45,56,19,7,7,10,16,11.0,False,True,2019-20
21900344,BOS,CLE,2019-12-09,110,88,239,45,78,0.577,15,27,0.556,5,8,0.625,5,34,39,22,8,9,18,19,22.0,36,91,0.396,7,31,0.226,9,19,0.474,18,27,45,18,8,2,18,11,-22.0,False,False,2019-20
21900345,CHI,TOR,2019-12-09,92,93,241,35,89,0.393,12,46,0.261,10,14,0.714,9,36,45,30,6,4,14,20,-1.0,34,90,0.378,7,29,0.241,18,26,0.692,14,40,54,19,8,9,15,12,1.0,False,False,2019-20
21900346,HOU,SAC,2019-12-09,118,119,241,41,84,0.488,17,50,0.34,19,23,0.826,11,40,51,25,4,6,19,20,-1.0,40,88,0.455,20,45,0.444,19,22,0.864,9,28,37,24,14,5,9,17,1.0,False,False,2019-20
21900347,MIL,ORL,2019-12-09,110,101,239,43,92,0.467,16,41,0.39,8,15,0.533,10,44,54,30,7,4,14,19,9.0,35,92,0.38,10,31,0.323,21,26,0.808,9,35,44,24,8,10,12,18,-9.0,False,False,2019-20
21900348,NOP,DET,2019-12-09,103,105,239,40,91,0.44,8,38,0.211,15,22,0.682,10,35,45,24,6,1,12,22,-2.0,36,85,0.424,11,35,0.314,22,27,0.815,10,36,46,15,6,3,18,20,2.0,False,False,2019-20
21900349,PHX,MIN,2019-12-09,125,109,238,47,95,0.495,16,40,0.4,15,19,0.789,12,30,42,31,5,5,9,23,16.0,40,85,0.471,6,22,0.273,23,29,0.793,11,34,45,14,6,7,16,23,-16.0,False,False,2019-20
21900350,UTA,OKC,2019-12-09,90,104,239,36,89,0.404,8,31,0.258,10,12,0.833,7,41,48,19,7,0,14,16,-14.0,40,85,0.471,8,28,0.286,16,19,0.842,2,44,46,21,9,7,10,20,14.0,False,False,2019-20
21900351,GSW,MEM,2019-12-09,102,110,240,35,93,0.376,11,27,0.407,21,25,0.84,10,36,46,23,10,6,15,21,-8.0,41,82,0.5,15,40,0.375,13,17,0.765,1,41,42,29,13,6,18,20,8.0,False,False,2019-20
21900352,CHA,WAS,2019-12-10,114,107,240,38,85,0.447,16,41,0.39,22,28,0.786,11,37,48,22,4,4,13,26,7.0,38,90,0.422,11,35,0.314,20,25,0.8,13,32,45,27,7,7,10,24,-7.0,False,True,2019-20
21900353,PHI,DEN,2019-12-10,97,92,240,37,89,0.416,12,36,0.333,11,16,0.688,12,37,49,24,9,3,15,15,5.0,37,85,0.435,7,27,0.259,11,12,0.917,5,33,38,29,12,9,13,14,-5.0,False,False,2019-20
21900354,MIA,ATL,2019-12-10,135,121,267,53,103,0.515,14,41,0.341,15,22,0.682,9,44,53,35,5,3,11,17,14.0,45,95,0.474,20,54,0.37,11,18,0.611,4,33,37,30,4,6,11,23,-14.0,False,False,2019-20
21900355,POR,NYK,2019-12-10,115,87,239,39,90,0.433,17,41,0.415,20,24,0.833,11,47,58,20,6,7,12,21,28.0,32,91,0.352,7,38,0.184,16,26,0.615,11,36,47,16,5,3,11,18,-28.0,False,False,2019-20
21900356,CLE,HOU,2019-12-11,110,116,241,46,89,0.517,13,32,0.406,5,8,0.625,9,27,36,29,8,4,15,15,-6.0,43,87,0.494,17,42,0.405,13,13,1.0,11,25,36,18,10,6,13,14,6.0,False,False,2019-20
21900357,IND,BOS,2019-12-11,122,117,240,41,85,0.482,10,25,0.4,30,36,0.833,5,31,36,27,11,4,10,18,5.0,43,87,0.494,14,36,0.389,17,22,0.773,8,36,44,25,6,4,15,27,-5.0,False,False,2019-20
21900358,ORL,LAL,2019-12-11,87,96,241,34,81,0.42,8,26,0.308,11,17,0.647,8,33,41,20,10,5,14,17,-9.0,37,87,0.425,12,31,0.387,10,19,0.526,12,37,49,20,10,4,13,17,9.0,False,False,2019-20
21900359,TOR,LAC,2019-12-11,92,112,238,31,88,0.352,8,36,0.222,22,25,0.88,15,32,47,21,10,8,18,24,-20.0,38,86,0.442,12,40,0.3,24,27,0.889,12,38,50,29,8,5,18,21,20.0,False,False,2019-20
21900360,BKN,CHA,2019-12-11,108,113,239,38,88,0.432,10,38,0.263,22,33,0.667,17,35,52,20,5,3,12,21,-5.0,36,88,0.409,15,35,0.429,26,32,0.813,15,32,47,20,2,6,8,23,5.0,False,False,2019-20
21900361,CHI,ATL,2019-12-11,136,102,241,54,94,0.574,11,24,0.458,17,19,0.895,7,35,42,32,15,7,13,25,34.0,35,83,0.422,13,38,0.342,19,26,0.731,10,31,41,26,7,5,23,20,-34.0,False,False,2019-20
21900362,MIN,UTA,2019-12-11,116,127,240,40,91,0.44,15,41,0.366,21,26,0.808,15,27,42,18,9,3,11,19,-11.0,47,83,0.566,16,35,0.457,17,22,0.773,11,34,45,23,4,7,15,22,11.0,False,False,2019-20
21900363,PHX,MEM,2019-12-11,108,115,240,37,93,0.398,9,34,0.265,25,30,0.833,8,36,44,29,6,4,12,20,-7.0,42,87,0.483,10,24,0.417,21,26,0.808,7,48,55,23,8,4,18,28,7.0,False,False,2019-20
21900364,MIL,NOP,2019-12-11,127,112,240,50,93,0.538,19,39,0.487,8,9,0.889,5,38,43,27,13,2,14,17,15.0,39,88,0.443,16,45,0.356,18,22,0.818,7,35,42,29,8,5,21,17,-15.0,False,False,2019-20
