id,full_name,first_name,last_name,is_active
721,Tyus Edney,Tyus,Edney,False
1630162,Anthony Edwards,Anthony,Edwards,True
76646,Bill Edwards,Bill,Edwards,False
898,Blue Edwards,Blue,Edwards,False
1629035,Carsen Edwards,Carsen,Edwards,False
2451,Corsley Edwards,Corsley,Edwards,False
346,Doug Edwards,Doug,Edwards,False
76641,Franklin Edwards,Franklin,Edwards,False
229,James Edwards,James,Edwards,False
76643,Jay Edwards,Jay,Edwards,False
2823,John Edwards,John,Edwards,False
1630556,Kessler Edwards,Kessler,Edwards,True
236,Kevin Edwards,Kevin,Edwards,False
1630306,Rob Edwards,Rob,Edwards,True
202197,Shane Edwards,Shane,Edwards,False
1629053,Vincent Edwards,Vincent,Edwards,False
76647,Johnny Egan,Johnny,Egan,False
76648,Lonnie Eggleston,Lonnie,Eggleston,False
76649,Eddie Ehlers,Eddie,Ehlers,False
378,Craig Ehlo,Craig,Ehlo,False
76651,Dick Eichhorst,Dick,Eichhorst,False
458,Howard Eisley,Howard,Eisley,False
1918,Obinna Ekezie,Obinna,Ekezie,False
2064,Khalid El-Amin,Khalid,El-Amin,False
76653,Don Eliason,Don,Eliason,False
53,Mario Elie,Mario,Elie,False
1629604,CJ Elleby,CJ,Elleby,True
76655,Ray Ellefson,Ray,Ellefson,False
1627740,Henry Ellenson,Henry,Ellenson,False
201961,Wayne Ellington,Wayne,Ellington,True
76656,Bob Elliott,Bob,Elliott,False
251,Sean Elliott,Sean,Elliott,False
76658,Alexander Ellis,Alexander,Ellis,False
76664,Bo Ellis,Bo,Ellis,False
107,Dale Ellis,Dale,Ellis,False
1677,Harold Ellis,Harold,Ellis,False
76661,Joe Ellis,Joe,Ellis,False
111,LaPhonso Ellis,LaPhonso,Ellis,False
1034,LeRon Ellis,LeRon,Ellis,False
76663,Leroy Ellis,Leroy,Ellis,False
101145,Monta Ellis,Monta,Ellis,False
442,Pervis Ellison,Pervis,Ellison,False
600010,Len Elmore,Len,Elmore,False
1922,Francisco Elson,Francisco,Elson,False
76667,Darrell Elston,Darrell,Elston,False
2408,Melvin Ely,Melvin,Ely,False
203954,Joel Embiid,Joel,Embiid,True
76668,Wayne Embry,Wayne,Embry,False
2765,Andre Emmett,Andre,Emmett,False
76669,Ned Endress,Ned,Endress,False
76670,Chris Engler,Chris,Engler,False
76671,Wayne Englestad,Wayne,Englestad,False
76672,A.J. English,A.J.,English,False
76673,Alex English,Alex,English,False
76674,Claude English,Claude,English,False
76676,Jojo English,Jojo,English,False
203119,Kim English,Kim,English,False
76675,Scott English,Scott,English,False
76677,Gene Englund,Gene,Englund,False
203898,Tyler Ennis,Tyler,Ennis,False
203516,James Ennis III,James,Ennis III,False
76678,Ray Epps,Ray,Epps,False
201623,Semih Erden,Semih,Erden,False
76679,Bo Erias,Bo,Erias,False
76680,Keith Erickson,Keith,Erickson,False
76681,Julius Erving,Julius,Erving,False
1915,Evan Eschmeyer,Evan,Eschmeyer,False
76682,Jack Eskridge,Jack,Eskridge,False
76683,Vincenzo Esposito,Vincenzo,Esposito,False
1629234,Drew Eubanks,Drew,Eubanks,True
76687,Bob Evans,Bob,Evans,False
967,Brian Evans,Brian,Evans,False
76685,Earl Evans,Earl,Evans,False
1628980,Jacob Evans,Jacob,Evans,False
1628393,Jawun Evans,Jawun,Evans,False
202379,Jeremy Evans,Jeremy,Evans,False
2230,Maurice Evans,Maurice,Evans,False
76686,Mike Evans,Mike,Evans,False
2501,Reggie Evans,Reggie,Evans,False
201936,Tyreke Evans,Tyreke,Evans,False
101137,Daniel Ewing,Daniel,Ewing,False
121,Patrick Ewing,Patrick,Ewing,False
201607,Patrick Ewing,Patrick,Ewing,False
203957,Dante Exum,Dante,Exum,True
201963,Christian Eyenga,Christian,Eyenga,False
203105,Festus Ezeli,Festus,Ezeli,False
76689,Johnny Ezersky,Johnny,Ezersky,False
76690,Joe Fabel,Joe,Fabel,False
76691,John Fairchild,John,Fairchild,False
1629605,Tacko Fall,Tacko,Fall,True
76692,Phil Farbman,Phil,Farbman,False
202702,Kenneth Faried,Kenneth,Faried,False
76693,Dick Farley,Dick,Farley,False
200770,Jordan Farmar,Jordan,Farmar,False
2824,Desmon Farmer,Desmon,Farmer,False
76695,Jim Farmer,Jim,Farmer,False
76694,Mike Farmer,Mike,Farmer,False
1108,Tony Farmer,Tony,Farmer,False
76696,Bob Faught,Bob,Faught,False
203543,Vitor Faverani,Vitor,Faverani,False
202324,Derrick Favors,Derrick,Favors,True
201174,Nick Fazekas,Nick,Fazekas,False
76697,Dave Fedor,Dave,Fedor,False
76698,Bob Feerick,Bob,Feerick,False
76699,Butch Feher,Butch,Feher,False
994,Jamie Feick,Jamie,Feick,False
76701,Ron Feiereisel,Ron,Feiereisel,False
76702,George Feigenbaum,George,Feigenbaum,False
76703,Dave Feitl,Dave,Feitl,False
1627770,Kay Felder,Kay,Felder,False
1626245,Cristiano Felicio,Cristiano,Felicio,False
203467,Carrick Felix,Carrick,Felix,False
101230,Noel Felix,Noel,Felix,False
76704,Ray Felix,Ray,Felix,False
101109,Raymond Felton,Raymond,Felton,False
76705,Jake Fendley,Jake,Fendley,False
76706,Bill Fenley,Bill,Fenley,False
2724,Desmond Ferguson,Desmond,Ferguson,False
1628390,Terrance Ferguson,Terrance,Ferguson,False
201164,Rudy Fernandez,Rudy,Fernandez,False
1628981,Bruno Fernando,Bruno,Fernando,True
76707,Eric Fernsten,Eric,Fernsten,False
76708,Al Ferrari,Al,Ferrari,False
76709,Rolando Ferreira,Rolando,Ferreira,False
273,Duane Ferrell,Duane,Ferrell,False
1627812,Yogi Ferrell,Yogi,Ferrell,False
76711,Arnie Ferrin,Arnie,Ferrin,False
76712,Bob Ferry,Bob,Ferry,False
198,Danny Ferry,Danny,Ferry,False
201178,Kyrylo Fesenko,Kyrylo,Fesenko,False
76713,Kenny Fields,Kenny,Fields,False
202361,Landry Fields,Landry,Fields,False
76714,Ron Filipek,Ron,Filipek,False
76715,Greg Fillmore,Greg,Fillmore,False
76716,Hank Finkel,Hank,Finkel,False
714,Michael Finley,Michael,Finley,False
76717,Danny Finn,Danny,Finn,False
1627827,Dorian Finney-Smith,Dorian,Finney-Smith,True
900,Matt Fish,Matt,Fish,False
965,Derek Fisher,Derek,Fisher,False
2809,Gerald Fitch,Gerald,Fitch,False
1630238,Malik Fitts,Malik,Fitts,True
76720,Bob Fitzgerald,Bob,Fitzgerald,False
76719,Dick Fitzgerald,Dick,Fitzgerald,False
2033,Marcus Fizer,Marcus,Fizer,False
76721,Jerry Fleishman,Jerry,Fleishman,False
76722,Al Fleming,Al,Fleming,False
76723,Ed Fleming,Ed,Fleming,False
313,Vern Fleming,Vern,Fleming,False
2784,Luis Flores,Luis,Flores,False
76725,Bruce Flowers,Bruce,Flowers,False
76726,Sleepy Floyd,Sleepy,Floyd,False
201938,Jonny Flynn,Jonny,Flynn,False
1630201,Malachi Flynn,Malachi,Flynn,True
76727,Mike Flynn,Mike,Flynn,False
76728,Larry Fogle,Larry,Fogle,False
76729,Jack Foley,Jack,Foley,False
1829,Ike Fontaine,Ike,Fontaine,False
76731,Levi Fontaine,Levi,Fontaine,False
202880,Jeff Foote,Jeff,Foote,False
1627854,Bryn Forbes,Bryn,Forbes,True
201814,Gary Forbes,Gary,Forbes,False
76732,Alphonso Ford,Alphonso,Ford,False
2228,Alton Ford,Alton,Ford,False
76733,Chris Ford,Chris,Ford,False
76734,Don Ford,Don,Ford,False
76735,Jake Ford,Jake,Ford,False
76736,Phil Ford,Phil,Ford,False
101213,Sharrod Ford,Sharrod,Ford,False
726,Sherell Ford,Sherell,Ford,False
2551,T.J. Ford,T.J.,Ford,False
76738,Donnie Forman,Donnie,Forman,False
76739,Bayard Forrest,Bayard,Forrest,False
1630235,Trent Forrest,Trent,Forrest,True
2218,Joseph Forte,Joseph,Forte,False
202622,Courtney Fortson,Courtney,Fortson,False
1504,Danny Fortson,Danny,Fortson,False
76740,Fred Foster,Fred,Foster,False
323,Greg Foster,Greg,Foster,False
1902,Jeff Foster,Jeff,Foster,False
76742,Rod Foster,Rod,Foster,False
2238,Antonis Fotsis,Antonis,Fotsis,False
203095,Evan Fournier,Evan,Fournier,True
76744,Larry Foust,Larry,Foust,False
76745,Jerry Fowler,Jerry,Fowler,False
1762,Tremaine Fowlkes,Tremaine,Fowlkes,False
1628368,De'Aaron Fox,De'Aaron,Fox,True
76746,Harold Fox,Harold,Fox,False
76747,Jim Fox,Jim,Fox,False
296,Rick Fox,Rick,Fox,False
200751,Randy Foye,Randy,Foye,False
1502,Adonal Foyle,Adonal,Foyle,False
2499,Richie Frahm,Richie,Frahm,False
1883,Steve Francis,Steve,Francis,False
76748,Tellis Frank,Tellis,Frank,False
76749,Nat Frankel,Nat,Frankel,False
203479,Jamaal Franklin,Jamaal,Franklin,False
1629606,Robert Franks,Robert,Franks,False
1628982,Melvin Frazier,Melvin,Frazier,False
204025,Tim Frazier,Tim,Frazier,False
76750,Walt Frazier,Walt,Frazier,False
76751,Will Frazier,Will,Frazier,False
1626187,Michael Frazier II,Michael,Frazier II,False
76752,Anthony Frederick,Anthony,Frederick,False
202690,Jimmer Fredette,Jimmer,Fredette,False
76753,World Free,World,Free,False
200777,Joel Freeland,Joel,Freeland,False
76754,Donnie Freeman,Donnie,Freeman,False
76755,Gary Freeman,Gary,Freeman,False
76756,Rod Freeman,Rod,Freeman,False
2782,Matt Freije,Matt,Freije,False
76757,Frido Frey,Frido,Frey,False
76758,Larry Friend,Larry,Friend,False
76759,Pat Frink,Pat,Frink,False
76760,Jim Fritsche,Jim,Fritsche,False
101112,Channing Frye,Channing,Frye,False
76761,Bernie Fryer,Bernie,Fryer,False
76762,Frank Fucarino,Frank,Fucarino,False
76763,Herm Fuetsch,Herm,Fuetsch,False
76764,Joe Fulks,Joe,Fulks,False
2673,Hiram Fuller,Hiram,Fuller,False
957,Todd Fuller,Todd,Fuller,False
76765,Tony Fuller,Tony,Fuller,False
1628365,Markelle Fultz,Markelle,Fultz,True
1444,Lawrence Funderburke,Lawrence,Funderburke,False
76767,Terry Furlow,Terry,Furlow,False
76768,Billy Gabor,Billy,Gabor,False
1629117,Wenyen Gabriel,Wenyen,Gabriel,True
2429,Dan Gadzuric,Dan,Gadzuric,False
202070,Tony Gaffney,Tony,Gaffney,False
1629655,Daniel Gafford,Daniel,Gafford,True
101184,Deng Gai,Deng,Gai,False
76769,Elmer R. Gainer,Elmer R.,Gainer,False
76770,Corey Gaines,Corey,Gaines,False
2558,Reece Gaines,Reece,Gaines,False
202178,Sundiata Gaines,Sundiata,Gaines,False
76771,Mike Gale,Mike,Gale,False
76772,Chad Gallagher,Chad,Gallagher,False
76773,Harry Gallatin,Harry,Gallatin,False
201568,Danilo Gallinari,Danilo,Gallinari,True
204038,Langston Galloway,Langston,Galloway,True
76774,Dave Gambee,Dave,Gambee,False
333,Kevin Gamble,Kevin,Gamble,False
76776,Bob Gantt,Bob,Gantt,False
200816,Jorge Garbajosa,Jorge,Garbajosa,False
2092,Ruben Garces,Ruben,Garces,False
2682,Alex Garcia,Alex,Garcia,False
101128,Francisco Garcia,Francisco,Garcia,False
76778,Earl Gardner,Earl,Gardner,False
201242,Thomas Gardner,Thomas,Gardner,False
76779,Vern Gardner,Vern,Gardner,False
76780,Jack Garfinkel,Jack,Garfinkel,False
1627868,Patricio Garino,Patricio,Garino,False
1629636,Darius Garland,Darius,Garland,True
76781,Gary Garland,Gary,Garland,False
76782,Winston Garland,Winston,Garland,False
76783,Dick Garmaker,Dick,Garmaker,False
1612,Chris Garner,Chris,Garner,False
76785,Bill Garnett,Bill,Garnett,False
708,Kevin Garnett,Kevin,Garnett,False
1831,Marlon Garnett,Marlon,Garnett,False
1628656,Billy Garrett,Billy,Garrett,False
76786,Calvin Garrett,Calvin,Garrett,False
1051,Dean Garrett,Dean,Garrett,False
203197,Diante Garrett,Diante,Garrett,False
76788,Eldo Garrett,Eldo,Garrett,False
1630585,Marcus Garrett,Marcus,Garrett,True
76789,Rowland Garrett,Rowland,Garrett,False
76790,Tom Garrick,Tom,Garrick,False
76791,John Garris,John,Garris,False
1619,Kiwane Garris,Kiwane,Garris,False
1727,Pat Garrity,Pat,Garrity,False
1630586,Usman Garuba,Usman,Garuba,True
76793,Jim Garvin,Jim,Garvin,False
1630568,Luka Garza,Luka,Garza,True
201188,Marc Gasol,Marc,Gasol,False
2200,Pau Gasol,Pau,Gasol,False
76794,Frank Gates,Frank,Gates,False
423,Chris Gatling,Chris,Gatling,False
930,Kenny Gattison,Kenny,Gattison,False
200752,Rudy Gay,Rudy,Gay,True
76797,Ed Gayda,Ed,Gayda,False
1845,Andrew Gaze,Andrew,Gaze,False
1627771,Michael Gbinije,Michael,Gbinije,False
1002,Reggie Geary,Reggie,Geary,False
202087,Alonzo Gee,Alonzo,Gee,False
761,Matt Geiger,Matt,Geiger,False
101153,Mickael Gelabale,Mickael,Gelabale,False
1904,Devean George,Devean,George,False
76800,Jack George,Jack,George,False
202331,Paul George,Paul,George,True
76801,Tate George,Tate,George,False
1627875,Marcus Georges-Hunt,Marcus,Georges-Hunt,False
76802,Gus Gerard,Gus,Gerard,False
76803,Derrick Gervin,Derrick,Gervin,False
76804,George Gervin,George,Gervin,False
76805,Gorham Getchell,Gorham,Getchell,False
76806,John Gianelli,John,Gianelli,False
76807,Dick Gibbs,Dick,Gibbs,False
200789,Daniel Gibson,Daniel,Gibson,False
76808,Dee Gibson,Dee,Gibson,False
1626780,Jonathan Gibson,Jonathan,Gibson,False
76809,Mel Gibson,Mel,Gibson,False
76810,Mike Gibson,Mike,Gibson,False
201959,Taj Gibson,Taj,Gibson,True
76811,Ward Gibson,Ward,Gibson,False
201592,J.R. Giddens,J.R.,Giddens,False
1630581,Josh Giddey,Josh,Giddey,True
201821,Trey Gilder,Trey,Gilder,False
1628385,Harry Giles III,Harry,Giles III,True
1628983,Shai Gilgeous-Alexander,Shai,Gilgeous-Alexander,True
1630264,Anthony Gill,Anthony,Gill,True
2109,Eddie Gill,Eddie,Gill,False
383,Kendall Gill,Kendall,Gill,False
76812,Ben Gillery,Ben,Gillery,False
1630273,Freddie Gillespie,Freddie,Gillespie,True
76813,Gene Gillette,Gene,Gillette,False
288,Armen Gilliam,Armen,Gilliam,False
76815,Herm Gilliam,Herm,Gilliam,False
600014,Artis Gilmore,Artis,Gilmore,False
76817,Walt Gilmore,Walt,Gilmore,False
76818,Chuck Gilmur,Chuck,Gilmur,False
1938,Manu Ginobili,Manu,Ginobili,False
1921,Gordan Giricek,Gordan,Giricek,False
76819,Jack Givens,Jack,Givens,False
202148,Mickell Gladness,Mickell,Gladness,False
76820,George Glamack,George,Glamack,False
76821,Gerald Glass,Gerald,Glass,False
76822,Mike Glenn,Mike,Glenn,False
76823,Norman Glick,Norman,Glick,False
76824,Georgi Glouchkov,Georgi,Glouchkov,False
76825,Clarence Glover,Clarence,Glover,False
1901,Dion Glover,Dion,Glover,False
2601,Andreas Glyniadakis,Andreas,Glyniadakis,False
76826,Mike Gminski,Mike,Gminski,False
203497,Rudy Gobert,Rudy,Gobert,True
76827,Dan Godfread,Dan,Godfread,False
76828,Tom Gola,Tom,Gola,False
76829,Ben Goldfaden,Ben,Goldfaden,False
924,Anthony Goldwire,Anthony,Goldwire,False
101155,Ryan Gomes,Ryan,Gomes,False
76830,Glen Gondrezick,Glen,Gondrezick,False
76831,Grant Gondrezick,Grant,Gondrezick,False
2400,Drew Gooden,Drew,Gooden,False
76832,Gail Goodrich,Gail,Goodrich,False
1864,Steve Goodrich,Steve,Goodrich,False
203462,Archie Goodwin,Archie,Goodwin,False
1629164,Brandon Goodwin,Brandon,Goodwin,False
1630692,Jordan Goodwin,Jordan,Goodwin,True
76833,Wilfred Goodwin,Wilfred,Goodwin,False
203932,Aaron Gordon,Aaron,Gordon,True
2732,Ben Gordon,Ben,Gordon,False
204079,Drew Gordon,Drew,Gordon,False
201569,Eric Gordon,Eric,Gordon,True
76834,Lancaster Gordon,Lancaster,Gordon,False
76835,Paul Gordon,Paul,Gordon,False
101162,Marcin Gortat,Marcin,Gortat,False
76836,Leo Gottlieb,Leo,Gottlieb,False
202726,Andrew Goudelock,Andrew,Goudelock,False
76837,Bato Govedarica,Bato,Govedarica,False
76838,Joe Graboski,Joe,Graboski,False
76839,Ricky Grace,Ricky,Grace,False
1628984,Devonte' Graham,Devonte',Graham,True
37,Greg Graham,Greg,Graham,False
101121,Joey Graham,Joey,Graham,False
76843,Mal Graham,Mal,Graham,False
76841,Orlando Graham,Orlando,Graham,False
76842,Paul Graham,Paul,Graham,False
101211,Stephen Graham,Stephen,Graham,False
1626203,Treveon Graham,Treveon,Graham,False
76844,Jim Grandholm,Jim,Grandholm,False
97,Ronnie Grandison,Ronnie,Grandison,False
101122,Danny Granger,Danny,Granger,False
76847,Stewart Granger,Stewart,Granger,False
258,Brian Grant,Brian,Grant,False
76850,Bud Grant,Bud,Grant,False
202,Gary Grant,Gary,Grant,False
285,Greg Grant,Greg,Grant,False
265,Harvey Grant,Harvey,Grant,False
270,Horace Grant,Horace,Grant,False
203924,Jerami Grant,Jerami,Grant,True
1626170,Jerian Grant,Jerian,Grant,False
76852,Josh Grant,Josh,Grant,False
1514,Paul Grant,Paul,Grant,False
76853,Travis Grant,Travis,Grant,False
1629055,Donte Grantham,Donte,Grantham,False
76854,Don Grate,Don,Grate,False
76855,Butch Graves,Butch,Graves,False
1629755,Hassani Gravett,Hassani,Gravett,True
201189,Aaron Gray,Aaron,Gray,False
1070,Devin Gray,Devin,Gray,False
1516,Ed Gray,Ed,Gray,False
1026,Evric Gray,Evric,Gray,False
76859,Gary Gray,Gary,Gray,False
1627982,Josh Gray,Josh,Gray,False
76860,Leonard Gray,Leonard,Gray,False
76861,Stuart Gray,Stuart,Gray,False
76862,Sylvester Gray,Sylvester,Gray,False
76863,Wyndol Gray,Wyndol,Gray,False
81,Jeff Grayer,Jeff,Grayer,False
76865,Bob Greacen,Bob,Greacen,False
920,A.C. Green,A.C.,Green,False
201980,Danny Green,Danny,Green,True
101209,Devin Green,Devin,Green,False
203110,Draymond Green,Draymond,Green,True
203475,Erick Green,Erick,Green,False
101123,Gerald Green,Gerald,Green,False
203210,JaMychal Green,JaMychal,Green,True
1630224,Jalen Green,Jalen,Green,True
1629750,Javonte Green,Javonte,Green,True
201145,Jeff Green,Jeff,Green,True
76867,Johnny Green,Johnny,Green,False
1630182,Josh Green,Josh,Green,True
76868,Ken Green,Ken,Green,False
76869,Kenny Green,Kenny,Green,False
600011,Lamar Green,Lamar,Green,False
1036,Litterial Green,Litterial,Green,False
76872,Luther Green,Luther,Green,False
76873,Mike Green,Mike,Green,False
76874,Rickey Green,Rickey,Green,False
76875,Sean Green,Sean,Green,False
76877,Si Green,Si,Green,False
76876,Sidney Green,Sidney,Green,False
76878,Steve Green,Steve,Green,False
201192,Taurean Green,Taurean,Green,False
76879,Tommy Green,Tommy,Green,False
2584,Willie Green,Willie,Green,False
201590,Donte Greene,Donte,Greene,False
101158,Orien Greene,Orien,Greene,False
76880,Jerry Greenspan,Jerry,Greenspan,False
76881,David Greenwood,David,Greenwood,False
76882,Hal Greer,Hal,Greer,False
2696,Lynn Greer,Lynn,Greer,False
76883,Gary Gregor,Gary,Gregor,False
76884,Claude Gregory,Claude,Gregory,False
76885,John Greig,John,Greig,False
76886,Norm Grekin,Norm,Grekin,False
76887,Kevin Grevey,Kevin,Grevey,False
1559,Adrian Griffin,Adrian,Griffin,False
201933,Blake Griffin,Blake,Griffin,True
2204,Eddie Griffin,Eddie,Griffin,False
76888,Greg Griffin,Greg,Griffin,False
76889,Paul Griffin,Paul,Griffin,False
201981,Taylor Griffin,Taylor,Griffin,False
76890,Darrell Griffith,Darrell,Griffith,False
76891,Chuck Grigsby,Chuck,Grigsby,False
1629656,Quentin Grimes,Quentin,Grimes,True
1575,Derek Grimm,Derek,Grimm,False
76893,George Grimshaw,George,Grimshaw,False
76894,Dick Groat,Dick,Groat,False
76895,Bob Gross,Bob,Gross,False
76896,Jerry Grote,Jerry,Grote,False
76897,Alex Groza,Alex,Groza,False
101219,Anthony Grundy,Anthony,Grundy,False
76899,Ernie Grunfeld,Ernie,Grunfeld,False
76900,Gene Guarilia,Gene,Guarilia,False
76901,Petur Gudmundsson,Petur,Gudmundsson,False
1629741,Marko Guduric,Marko,Guduric,False
76902,Richie Guerin,Richie,Guerin,False
339,Tom Gugliotta,Tom,Gugliotta,False
76903,Andres Guibert,Andres,Guibert,False
76904,Jay Guidinger,Jay,Guidinger,False
76905,Coulby Gunther,Coulby,Gunther,False
76906,Dave Gunther,Dave,Gunther,False
76907,Al Guokas,Al,Guokas,False
76908,Matt Guokas,Matt,Guokas,False
76909,Matt Guokas,Matt,Guokas,False
203268,Jorge Gutierrez,Jorge,Gutierrez,False
1629657,Kyle Guy,Kyle,Guy,True
2062,A.J. Guyton,A.J.,Guyton,False
2775,Ha Seung-jin,,Ha Seung-jin,False
1629060,Rui Hachimura,Rui,Hachimura,True
76910,Rudy Hackett,Rudy,Hackett,False
201632,Hamed Haddadi,Hamed,Haddadi,False
76911,Scott Haffner,Scott,Haffner,False
76912,Cliff Hagan,Cliff,Hagan,False
76913,Glenn Hagan,Glenn,Hagan,False
1630204,Ashton Hagans,Ashton,Hagans,False
76914,Bob Hahn,Bob,Hahn,False
76915,Al Hairston,Al,Hairston,False
76916,Happy Hairston,Happy,Hairston,False
76917,Lindsay Hairston,Lindsay,Hairston,False
201612,Malik Hairston,Malik,Hairston,False
203798,PJ Hairston,PJ,Hairston,False
2409,Marcus Haislip,Marcus,Haislip,False
76918,Chuck Halbert,Chuck,Halbert,False
76919,Harvey Halbrook,Harvey,Halbrook,False
76920,Bruce Hale,Bruce,Hale,False
917,Jack Haley,Jack,Haley,False
1630169,Tyrese Haliburton,Tyrese,Haliburton,True
76922,Shaler Halimon,Shaler,Halimon,False
1628985,Devon Hall,Devon,Hall,False
1629743,Donta Hall,Donta,Hall,False
1630221,Josh Hall,Josh,Hall,False
200837,Mike Hall,Mike,Hall,False
76923,Jeff Halliburton,Jeff,Halliburton,False
1032,Darvin Ham,Darvin,Ham,False
984,Steve Hamer,Steve,Hamer,False
76925,Dale Hamilton,Dale,Hamilton,False
1627772,Daniel Hamilton,Daniel,Hamilton,False
76926,Dennis Hamilton,Dennis,Hamilton,False
1629148,Johnny Hamilton,Johnny,Hamilton,True
202706,Jordan Hamilton,Jordan,Hamilton,False
203120,Justin Hamilton,Justin,Hamilton,False
76927,Ralph Hamilton,Ralph,Hamilton,False
1888,Richard Hamilton,Richard,Hamilton,False
76928,Roylee Hamilton,Roylee,Hamilton,False
76929,Steve Hamilton,Steve,Hamilton,False
2347,Tang Hamilton,Tang,Hamilton,False
676,Thomas Hamilton,Thomas,Hamilton,False
1985,Zendon Hamilton,Zendon,Hamilton,False
903,Geert Hammink,Geert,Hammink,False
67,Tom Hammonds,Tom,Hammonds,False
1627773,AJ Hammons,AJ,Hammons,False
1630181,R.J. Hampton,R.J.,Hampton,True
241,Darrin Hancock,Darrin,Hancock,False
1052,Ben Handlogten,Ben,Handlogten,False
76935,Cecil Hankins,Cecil,Hankins,False
76936,Phil Hankinson,Phil,Hankinson,False
1628605,Dusty Hannahs,Dusty,Hannahs,False
76937,Alex Hannum,Alex,Hannum,False
76938,Don Hanrahan,Don,Hanrahan,False
76939,Rollen Hans,Rollen,Hans,False
203162,Ben Hansbrough,Ben,Hansbrough,False
201946,Tyler Hansbrough,Tyler,Hansbrough,False
76942,Bob Hansen,Bob,Hansen,False
76940,Glenn Hansen,Glenn,Hansen,False
76941,Lars Hansen,Lars,Hansen,False
2580,Travis Hansen,Travis,Hansen,False
1682,Reggie Hanson,Reggie,Hanson,False
76944,Bill Hanzlik,Bill,Hanzlik,False
202376,Luke Harangody,Luke,Harangody,False
358,Anfernee Hardaway,Anfernee,Hardaway,False
896,Tim Hardaway,Tim,Hardaway,False
203501,Tim Hardaway Jr.,Tim,Hardaway Jr.,True
201935,James Harden,James,Harden,True
76945,Reggie Harding,Reggie,Harding,False
76946,Charlie Hardnett,Charlie,Hardnett,False
76947,Alan Hardy,Alan,Hardy,False
76948,James Hardy,James,Hardy,False
76949,John Hargis,John,Hargis,False
203090,Maurice Harkless,Maurice,Harkless,True
76950,Jerry Harkness,Jerry,Harkness,False
76951,Skip Harlicka,Skip,Harlicka,False
76952,Jerome Harmon,Jerome,Harmon,False
157,Derek Harper,Derek,Harper,False
1629607,Jared Harper,Jared,Harper,True
202712,Justin Harper,Justin,Harper,False
76954,Mike Harper,Mike,Harper,False
166,Ron Harper,Ron,Harper,False
1723,Matt Harpring,Matt,Harpring,False
1626149,Montrezl Harrell,Montrezl,Harrell,True
202725,Josh Harrellson,Josh,Harrellson,False
2492,Adam Harrington,Adam,Harrington,False
1733,Al Harrington,Al,Harrington,False
2454,Junior Harrington,Junior,Harrington,False
970,Othella Harrington,Othella,Harrington,False
76956,Art Harris,Art,Harris,False
76957,Bernie Harris,Bernie,Harris,False
76959,Bob Harris,Bob,Harris,False
76958,Chris Harris,Chris,Harris,False
2734,Devin Harris,Devin,Harris,False
203548,Elias Harris,Elias,Harris,False
203914,Gary Harris,Gary,Harris,True
1630223,Jalen Harris,Jalen,Harris,False
203925,Joe Harris,Joe,Harris,True
446,Lucious Harris,Lucious,Harris,False
202412,Manny Harris,Manny,Harris,False
200839,Mike Harris,Mike,Harris,False
76960,Steve Harris,Steve,Harris,False
202227,Terrel Harris,Terrel,Harris,False
202699,Tobias Harris,Tobias,Harris,True
76961,Tony Harris,Tony,Harris,False
1626151,Aaron Harrison,Aaron,Harrison,False
1626150,Andrew Harrison,Andrew,Harrison,False
76962,Bob Harrison,Bob,Harrison,False
2758,David Harrison,David,Harrison,False
1627885,Shaquille Harrison,Shaquille,Harrison,True
2078,Jason Hart,Jason,Hart,False
1628404,Josh Hart,Josh,Hart,True
1628392,Isaiah Hartenstein,Isaiah,Hartenstein,True
176,Antonio Harvey,Antonio,Harvey,False
2051,Donnell Harvey,Donnell,Harvey,False
202238,Kenny Hasbrouck,Kenny,Hasbrouck,False
321,Scott Haskin,Scott,Haskin,False
76965,Clem Haskins,Clem,Haskins,False
2617,Udonis Haslem,Udonis,Haslem,True
2239,Trenton Hassell,Trenton,Hassell,False
76967,Billy Hassett,Billy,Hassett,False
76966,Joey Hassett,Joey,Hassett,False
76968,Scott Hastings,Scott,Hastings,False
2213,Kirk Haston,Kirk,Haston,False
76969,Vern Hatton,Vern,Hatton,False
1630573,Sam Hauser,Sam,Hauser,True
76970,John Havlicek,John,Havlicek,False
201150,Spencer Hawes,Spencer,Hawes,False
76971,Steve Hawes,Steve,Hawes,False
76972,Connie Hawkins,Connie,Hawkins,False
765,Hersey Hawkins,Hersey,Hawkins,False
1038,Juaquin Hawkins,Juaquin,Hawkins,False
76974,Marshall Hawkins,Marshall,Hawkins,False
1138,Michael Hawkins,Michael,Hawkins,False
76975,Robert Hawkins,Robert,Hawkins,False
76977,Tom Hawkins,Tom,Hawkins,False
76978,Nate Hawthorne,Nate,Hawthorne,False
101236,Chuck Hayes,Chuck,Hayes,False
76979,Elvin Hayes,Elvin,Hayes,False
2553,Jarvis Hayes,Jarvis,Hayes,False
1629637,Jaxson Hayes,Jaxson,Hayes,True
1630165,Killian Hayes,Killian,Hayes,True
1628502,Nigel Hayes,Nigel,Hayes,False
76980,Steve Hayes,Steve,Hayes,False
202330,Gordon Hayward,Gordon,Hayward,True
202351,Lazar Hayward,Lazar,Hayward,False
2217,Brendan Haywood,Brendan,Haywood,False
76981,Spencer Haywood,Spencer,Haywood,False
76982,John W. Hazen,John W.,Hazen,False
76983,Walt Hazzard,Walt,Hazzard,False
